$LOC_BLANK,$BRANCH_COUNT,$CALL_PAIRS,$LOC_CODE_AND_COMMENT,$LOC_COMMENTS,$CONDITION_COUNT,$CYCLOMATIC_COMPLEXITY,$CYCLOMATIC_DENSITY,$DECISION_COUNT,$DECISION_DENSITY,$DESIGN_COMPLEXITY,$DESIGN_DENSITY,$EDGE_COUNT,$ESSENTIAL_COMPLEXITY,$ESSENTIAL_DENSITY,$LOC_EXECUTABLE,$PARAMETER_COUNT,$HALSTEAD_CONTENT,$HALSTEAD_DIFFICULTY,$HALSTEAD_EFFORT,$HALSTEAD_ERROR_EST,$HALSTEAD_LENGTH,$HALSTEAD_LEVEL,$HALSTEAD_PROG_TIME,$HALSTEAD_VOLUME,$MAINTENANCE_SEVERITY,$MODIFIED_CONDITION_COUNT,$MULTIPLE_CONDITION_COUNT,$NODE_COUNT,$NORMALIZED_CYLOMATIC_COMPLEXITY,$NUM_OPERANDS,$NUM_OPERATORS,$NUM_UNIQUE_OPERANDS,$NUM_UNIQUE_OPERATORS,$NUMBER_OF_LINES,$PERCENT_COMMENTS,$LOC_TOTAL,<$Defective
-0.5007,1.29397,0.66497,1.60711,-0.44286,1.00998,1.48812,0.17086,0.98581,-0.1256,2.97826,0.43559,1.39722,4.26382,1.71089,0.99119,2.10508,0.10258,2.09855,0.23984,0.47313,0.642,-1.10568,0.23984,0.47715,1.51919,1.0266,1.0006,1.36287,0.41311,0.51259,0.74234,0.70495,3.55185,0.85767,-0.28299,1.1054,0
-0.69797,-0.41338,-0.92089,-0.46826,-0.53893,-0.38345,-0.41911,0.30392,-0.36303,-0.48581,-0.52453,-0.3732,-0.42505,-0.44958,-0.69246,-0.46759,-0.32925,-0.43437,-0.56697,-0.10919,-0.26628,-0.35811,0.45253,-0.10919,-0.26459,0.09848,-0.40026,-0.38533,-0.42481,0.28328,-0.3569,-0.35658,-0.53588,-0.97223,-0.62577,-0.83372,-0.4982,0
-0.40206,-0.25078,-0.60372,-0.46826,-0.53893,-0.29636,-0.26017,0.5035,-0.36303,5.05588,-0.52453,-1.25231,-0.31348,-0.44958,-0.69246,-0.36188,0.48219,-0.21268,-0.46518,-0.10368,-0.20941,-0.25737,0.10626,-0.10368,-0.20752,-0.83619,-0.23239,-0.29871,-0.32818,0.28328,-0.26394,-0.25023,-0.31028,-0.50422,-0.49091,-0.83372,-0.39407,1
-0.79661,-0.41338,-0.28654,-0.46826,-0.53893,-0.38345,-0.41911,0.30392,-0.36303,-0.48581,-0.32993,1.38504,-0.38786,-0.44958,-0.69246,-0.46759,-0.32925,-0.31357,-0.79674,-0.10951,-0.25816,-0.34583,1.8376,-0.10951,-0.2583,0.09848,-0.40026,-0.38533,-0.3765,0.54294,-0.35143,-0.33886,-0.4682,-1.12823,-0.64262,-0.83372,-0.4982,0
-0.79661,-0.41338,-0.92089,-0.46826,-0.53893,-0.38345,-0.41911,1.43489,-0.36303,-0.48581,-0.52453,-0.3732,-0.44365,-0.44958,-0.69246,-0.50987,1.29364,-0.3865,-0.89436,-0.11026,-0.27441,-0.37286,3.56895,-0.11026,-0.27184,0.09848,-0.40026,-0.38533,-0.44897,1.25699,-0.38424,-0.36101,-0.55844,-1.28423,-0.67634,-0.83372,-0.53985,0
-0.69797,-0.08817,-0.60372,0.82885,-0.53893,-0.03509,-0.10123,-0.42789,-0.00334,-0.48581,-0.32993,-0.971,-0.09035,0.19316,0.94619,-0.12932,-0.32925,-0.32868,1.69081,-0.02766,-0.0794,-0.04358,-1.10568,-0.02766,-0.07662,0.73406,-0.06453,-0.03885,-0.0866,0.02363,-0.05066,-0.03754,-0.28771,1.05581,-0.27177,0.11861,-0.06085,0
-0.20479,-0.16947,-0.28654,-0.20884,-0.53893,-0.12218,-0.1807,1.83406,-0.09326,-0.48581,-0.13533,-0.02155,-0.23911,-0.44958,-0.69246,-0.42531,0.48219,-0.28453,-0.32887,-0.10278,-0.20941,-0.2672,-0.06687,-0.10278,-0.21261,-1.02313,-0.14846,-0.12547,-0.25571,0.67277,-0.25847,-0.27239,-0.33284,-0.34822,-0.49091,-0.26243,-0.43572,0
0.18977,-0.33208,0.66497,0.56943,-0.53893,-0.29636,-0.33964,-1.35928,-0.27311,-0.48581,-0.13533,1.38504,-0.29489,-0.44958,-0.69246,0.14552,-1.14069,0.67084,-0.41161,-0.07941,0.03436,0.08665,0.10626,-0.07941,0.0304,-0.5371,-0.31633,-0.29871,-0.27987,-0.95008,0.11886,0.05995,0.3891,-0.66022,0.08224,-0.30613,0.18906,0
-0.69797,-0.41338,-0.28654,-0.46826,-0.53893,-0.38345,-0.41911,-1.02664,-0.36303,-0.48581,-0.32993,1.38504,-0.40646,-0.44958,-0.69246,-0.27732,-0.32925,-0.3198,-0.12053,-0.09987,-0.20941,-0.26228,-0.41314,-0.09987,-0.20688,0.09848,-0.40026,-0.38533,-0.40066,-0.5606,-0.28034,-0.2458,-0.3554,0.4318,-0.47405,-0.83372,-0.31076,0
-0.59934,-0.25078,-0.92089,-0.46826,-0.53893,-0.20927,-0.26017,1.03572,-0.18319,-0.48581,-0.52453,-1.25231,-0.29489,0.19316,2.03862,-0.40417,0.48219,-0.43389,-0.29911,-0.10744,-0.25816,-0.33354,-0.24001,-0.10744,-0.25545,1.96783,-0.23239,-0.21209,-0.30403,0.80259,-0.35143,-0.3167,-0.55844,-0.97223,-0.55834,-0.83372,-0.43572,0
0.68295,-0.25078,0.66497,0.56943,0.03746,-0.20927,-0.26017,-0.694,-0.18319,-0.48581,0.05927,1.38504,-0.23911,-0.44958,-0.69246,-0.21389,-0.32925,0.02725,-0.56042,-0.10175,-0.16878,-0.21314,0.45253,-0.10175,-0.16946,-0.83619,-0.23239,-0.21209,-0.23155,-0.75534,-0.21472,-0.21035,0.00557,-0.03621,-0.01891,1.00254,-0.16498,0
-0.20479,-0.16947,-0.28654,0.05058,0.32566,-0.20927,-0.1807,-0.16178,-0.18319,-0.48581,0.05927,0.68174,-0.16473,-0.44958,-0.69246,-0.23503,-0.32925,-0.02482,-0.7265,-0.10674,-0.20941,-0.26965,1.3182,-0.10674,-0.21158,-1.02313,-0.23239,-0.21209,-0.15908,-0.43077,-0.2694,-0.26796,-0.19747,-0.81623,-0.17062,1.18663,-0.22746,0
-0.10615,1.57852,3.51952,4.72018,-0.3468,0.57453,2.36227,0.17086,0.62612,-0.48581,2.58906,-0.51386,1.91787,-0.44958,-0.69246,1.51973,1.29364,0.23082,3.49203,0.75938,1.03379,1.31775,-1.27882,0.75938,1.0315,-1.6587,0.523,0.5675,1.77355,0.47802,1.26725,1.34941,1.20128,4.01985,1.43081,0.09341,1.87596,0
1.96524,0.52159,3.20235,0.56943,-0.53893,-0.03509,0.77291,-0.89359,-0.09326,0.89961,1.81066,0.54109,0.67203,0.4074,-0.00969,1.77343,-1.14069,0.89757,0.31995,0.04655,0.48126,0.59285,-0.75941,0.04655,0.48404,-0.68664,0.01941,-0.03885,0.63813,-0.5606,0.52353,0.64486,1.60737,1.99182,1.68367,-0.65631,1.79266,0
-0.10615,-0.33208,-0.28654,-0.46826,-0.53893,-0.29636,-0.33964,-0.49442,-0.27311,-0.48581,-0.32993,0.2246,-0.33208,-0.44958,-0.69246,-0.29846,0.48219,-0.3306,-0.46756,-0.10634,-0.23378,-0.30651,0.10626,-0.10634,-0.23624,-0.5371,-0.31633,-0.29871,-0.32818,-0.43077,-0.31315,-0.29898,-0.42308,-0.50422,-0.38977,-0.83372,-0.33159,0
-0.79661,-0.33208,-0.92089,-0.46826,-0.53893,-0.29636,-0.33964,1.43489,-0.27311,-0.48581,-0.52453,-0.971,-0.36927,-0.44958,-0.69246,-0.46759,0.48219,-0.29665,-0.56697,-0.10703,-0.23378,-0.30405,0.45253,-0.10703,-0.23661,-0.5371,-0.31633,-0.29871,-0.3765,1.45173,-0.29128,-0.31227,-0.40052,-0.97223,-0.64262,-0.83372,-0.4982,0
-0.5007,-0.41338,-0.28654,-0.46826,-0.53893,-0.38345,-0.41911,-0.76053,-0.36303,-0.48581,-0.32993,1.38504,-0.38786,-0.44958,-0.69246,-0.34074,-0.32925,-0.29329,-0.73423,-0.10888,-0.25003,-0.33108,1.3182,-0.10888,-0.25053,0.09848,-0.40026,-0.38533,-0.3765,-0.49568,-0.3405,-0.32113,-0.44564,-0.97223,-0.49091,-0.83372,-0.37324,0
1.57069,0.23704,-0.60372,0.05058,1.38237,0.22617,0.21664,-0.82706,0.17651,0.31773,0.25387,-0.3732,0.18857,0.62165,0.83695,0.67406,-1.14069,0.51129,0.79496,0.09295,0.46501,0.65428,-0.93255,0.09295,0.46191,0.47235,0.2712,0.22101,0.17913,-0.75534,0.71493,0.60055,0.81775,0.7438,1.04309,0.54592,0.66805,1
2.35979,0.64355,-0.60372,1.08827,0.42172,0.74871,0.61398,0.9692,0.71604,-0.07018,0.05927,-1.18198,0.65344,-0.44958,-0.69246,0.01867,-1.14069,0.23322,0.81401,0.04123,0.27,0.45279,-0.93255,0.04123,0.26719,-1.50916,0.7748,0.74074,0.66229,-0.1062,0.50166,0.41001,0.29886,0.11979,0.55424,0.99483,0.10575,0
-0.5007,-0.00687,1.93366,-0.46826,-0.3468,0.052,-0.02177,0.23739,0.08658,-0.48581,0.64306,1.38504,0.05841,0.19316,0.67308,-0.12932,-0.32925,-0.10531,-0.1628,-0.09042,-0.13628,-0.12959,-0.41314,-0.09042,-0.13368,0.36019,0.01941,0.04777,0.0825,0.28328,-0.12722,-0.13059,-0.19747,-0.50422,-0.28862,-0.40538,-0.16498,0
-0.69797,-0.08817,-0.28654,-0.46826,-0.53893,-0.07864,-0.10123,1.43489,-0.09326,0.2069,-0.32993,-0.971,-0.14613,0.62165,2.03862,-0.34074,0.48219,-0.37115,0.19792,-0.09653,-0.20941,-0.26228,-0.58628,-0.09653,-0.20763,1.96783,-0.06453,-0.08216,-0.15908,1.45173,-0.27487,-0.25023,-0.40052,0.5878,-0.52462,-0.83372,-0.37324,0
-0.59934,-0.33208,-0.60372,-0.46826,-0.53893,-0.29636,-0.33964,0.10433,-0.27311,-0.48581,-0.52453,-0.971,-0.33208,-0.44958,-0.69246,-0.38302,-0.32925,-0.40018,0.14733,-0.10009,-0.22566,-0.28194,-0.58628,-0.10009,-0.22434,-0.5371,-0.31633,-0.29871,-0.32818,0.15345,-0.28581,-0.27682,-0.4682,-0.19221,-0.54148,-0.83372,-0.41489,0
-0.59934,-0.41338,0.98214,0.05058,-0.25073,-0.38345,-0.41911,-0.96012,-0.36303,-0.48581,-0.32993,1.38504,-0.35067,-0.44958,-0.69246,-0.34074,-0.32925,-0.14706,-0.48899,-0.10284,-0.19316,-0.23525,0.27939,-0.10284,-0.19506,0.09848,-0.40026,-0.38533,-0.32818,-0.69043,-0.23659,-0.23251,-0.26515,-0.66022,-0.42348,0.67859,-0.33159,0
-0.40206,-0.16947,0.3478,-0.20884,-0.53893,-0.12218,-0.1807,-0.89359,-0.09326,-0.48581,0.05927,0.68174,-0.14613,-0.44958,-0.69246,0.10323,0.48219,-0.07712,-0.05029,-0.08359,-0.10377,-0.10993,-0.41314,-0.08359,-0.10459,-1.02313,-0.14846,-0.12547,-0.13492,-0.49568,-0.09988,-0.1173,0.00557,0.4318,-0.10319,-0.68254,0.08493,0
0.09113,1.13136,0.66497,3.16364,1.76663,1.14062,1.09078,-0.694,1.07574,0.01294,1.61606,-0.12704,0.93236,0.62165,-0.00969,1.56201,-0.32925,1.24557,0.06697,0.02165,0.50563,0.6248,-0.58628,0.02165,0.50209,-0.68664,1.19447,1.13053,0.87971,-0.49568,0.6329,0.61384,1.65249,0.8998,2.05452,0.56186,1.79266,1
0.38704,1.70048,2.88518,0.05058,-0.53893,1.00998,2.12387,0.63656,1.07574,-0.48581,2.19986,-0.58418,1.71333,2.97834,0.61846,1.24489,0.48219,0.30484,1.55688,0.20943,0.55439,0.69852,-1.10568,0.20943,0.55257,0.09848,0.94267,1.0006,1.58029,0.80259,0.58915,0.78222,1.15616,3.70785,0.95881,-0.71802,1.23035,0
-0.20479,-0.41338,-0.92089,-0.46826,-0.53893,-0.38345,-0.41911,-0.76053,-0.36303,-0.48581,-0.52453,-0.3732,-0.40646,-0.44958,-0.69246,-0.34074,-1.14069,-0.20824,-0.28899,-0.0992,-0.18503,-0.19839,-0.24001,-0.0992,-0.18547,0.09848,-0.40026,-0.38533,-0.40066,-0.62551,-0.17644,-0.21479,-0.3554,-1.12823,-0.44034,-0.83372,-0.37324,0
1.0775,-0.08817,0.66497,0.56943,1.28631,-0.03509,-0.10123,-0.22831,-0.00334,-0.48581,-0.13533,-0.3732,0.00262,-0.44958,-0.69246,-0.17161,-0.32925,-0.13494,0.77412,-0.03584,-0.00627,0.03751,-0.93255,-0.03584,-0.00624,-1.13529,-0.06453,-0.03885,0.03418,-0.69043,0.06964,0.0112,0.05069,1.05581,0.30138,1.91681,-0.12333,0
1.76797,-0.25078,0.3478,0.31001,0.70992,-0.20927,-0.26017,-1.22623,-0.18319,-0.48581,-0.52453,-1.25231,0.00262,-0.44958,-0.69246,0.23009,-1.14069,0.65536,0.25685,0.00842,0.32687,0.4577,-0.75941,0.00842,0.32501,-0.83619,-0.23239,-0.21209,0.0825,-1.015,0.529,0.39671,0.88543,0.4318,0.62166,0.66213,0.25154,1
-0.79661,-0.41338,-0.60372,-0.46826,-0.53893,-0.38345,-0.41911,-0.42789,-0.36303,-0.48581,-0.32993,1.38504,-0.44365,-0.44958,-0.69246,-0.40417,-0.32925,-0.40078,-0.30923,-0.10637,-0.24191,-0.3188,-0.06687,-0.10637,-0.2458,0.09848,-0.40026,-0.38533,-0.44897,-0.04129,-0.31315,-0.32113,-0.49076,-0.81623,-0.59205,-0.83372,-0.43572,0
-0.40206,-0.25078,-0.60372,-0.46826,-0.53893,-0.29636,-0.26017,1.03572,-0.36303,5.05588,-0.52453,-1.25231,-0.35067,-0.44958,-0.69246,-0.40417,0.48219,-0.31584,-0.38304,-0.10472,-0.22566,-0.29177,-0.06687,-0.10472,-0.22603,-0.83619,-0.23239,-0.29871,-0.3765,0.54294,-0.29675,-0.28568,-0.37796,-0.19221,-0.52462,-0.83372,-0.43572,0
-0.79661,-0.41338,-0.28654,-0.46826,-0.53893,-0.38345,-0.41911,-0.694,-0.36303,-0.48581,-0.32993,1.38504,-0.40646,-0.44958,-0.69246,-0.36188,-1.14069,-0.14874,-0.73781,-0.10787,-0.23378,-0.29177,1.3182,-0.10787,-0.23086,0.09848,-0.40026,-0.38533,-0.40066,-0.23603,-0.28581,-0.29455,-0.3554,-1.28423,-0.55834,-0.83372,-0.39407,0
-0.69797,-0.41338,-0.92089,0.31001,-0.25073,-0.38345,-0.41911,-0.56095,-0.36303,-0.48581,-0.52453,-0.3732,-0.42505,-0.44958,-0.69246,-0.44645,-0.32925,-0.34931,1.06401,-0.066,-0.13628,-0.11976,-0.93255,-0.066,-0.13981,0.09848,-0.40026,-0.38533,-0.42481,-0.49568,-0.11629,-0.12173,-0.40052,-0.19221,-0.50777,1.53938,-0.41489,0
-0.59934,-0.08817,-0.60372,-0.20884,-0.44286,-0.03509,-0.10123,0.10433,-0.00334,-0.48581,-0.32993,-0.971,-0.03456,-0.44958,-0.69246,-0.19275,-0.32925,-0.10531,-0.32887,-0.09691,-0.16065,-0.18365,-0.06687,-0.09691,-0.15999,-1.13529,-0.06453,-0.03885,-0.01413,0.28328,-0.17097,-0.19263,-0.15235,-0.34822,-0.35605,-0.34419,-0.20664,0
0.18977,-0.08817,-0.92089,0.31001,0.22959,-0.07864,-0.10123,0.76961,-0.09326,0.2069,-0.52453,-1.53363,-0.16473,0.19316,0.94619,-0.34074,0.48219,-0.26018,-0.04732,-0.09458,-0.1769,-0.20576,-0.41314,-0.09458,-0.17737,0.73406,-0.06453,-0.08216,-0.18324,-0.17111,-0.19285,-0.21479,-0.28771,-0.19221,-0.18748,1.62577,-0.31076,0
-0.79661,-0.16947,-0.92089,-0.46826,-0.53893,-0.12218,-0.1807,1.10225,-0.09326,-0.48581,-0.52453,-1.42814,-0.22051,-0.02109,0.67308,-0.36188,0.48219,-0.32088,-0.08244,-0.09909,-0.20128,-0.24754,-0.41314,-0.09909,-0.2044,0.47235,-0.14846,-0.12547,-0.23155,1.38682,-0.24206,-0.25023,-0.37796,-0.34822,-0.55834,-0.83372,-0.39407,0
-0.40206,-0.25078,-0.60372,-0.46826,-0.53893,-0.29636,-0.26017,0.76961,-0.36303,5.05588,-0.52453,-1.25231,-0.33208,-0.44958,-0.69246,-0.38302,0.48219,-0.25658,-0.44792,-0.10434,-0.21753,-0.27457,0.10626,-0.10434,-0.21643,-0.83619,-0.23239,-0.29871,-0.35234,0.41311,-0.28034,-0.26796,-0.33284,-0.34822,-0.50777,-0.83372,-0.41489,1
0.78159,-0.33208,-0.60372,-0.20884,-0.53893,-0.29636,-0.33964,-1.29276,-0.27311,-0.48581,-0.32993,0.2246,-0.29489,-0.44958,-0.69246,0.06095,1.29364,0.04788,-0.29911,-0.09044,-0.1119,-0.11484,-0.24001,-0.09044,-0.10859,-0.5371,-0.31633,-0.29871,-0.27987,-0.95008,-0.10535,-0.12173,0.05069,-0.03621,0.06538,-0.67277,0.04328,0
-0.10615,-0.08817,0.03063,0.31001,-0.0586,-0.03509,-0.10123,-0.89359,-0.00334,-0.48581,0.25387,0.78724,-0.03456,-0.44958,-0.69246,0.1878,-0.32925,-0.11947,0.0134,-0.08311,-0.1119,-0.11484,-0.58628,-0.08311,-0.11174,-1.13529,-0.06453,-0.03885,-0.01413,-0.62551,-0.12722,-0.10401,-0.08467,0.4318,0.13281,0.08055,0.20988,0
-0.20479,-0.33208,-0.60372,-0.46826,-0.53893,-0.29636,-0.33964,-0.49442,-0.27311,-0.48581,-0.52453,-0.971,-0.35067,-0.44958,-0.69246,-0.29846,0.48219,-0.29401,-0.39316,-0.10429,-0.21753,-0.28194,-0.06687,-0.10429,-0.221,-0.5371,-0.31633,-0.29871,-0.35234,-0.43077,-0.28034,-0.28125,-0.3554,-0.34822,-0.40662,-0.83372,-0.33159,0
-0.30342,0.07443,0.03063,-0.46826,-0.53893,0.13908,0.0577,-0.29484,0.17651,-0.48581,0.05927,-0.3732,0.20717,-0.44958,-0.69246,0.12438,1.29364,0.15848,-0.43363,-0.0939,-0.1119,-0.11976,0.10626,-0.0939,-0.10961,-1.28483,0.10334,0.13439,0.25161,-0.04129,-0.11082,-0.12616,0.11837,-0.19221,-0.08634,-0.83372,0.08493,0
0.2884,-0.41338,0.98214,0.05058,0.22959,-0.38345,-0.41911,-0.96012,-0.36303,-0.48581,-0.32993,1.38504,-0.35067,-0.44958,-0.69246,-0.34074,-0.32925,-0.03226,-0.71757,-0.10661,-0.20941,-0.26228,1.14507,-0.10661,-0.21094,0.09848,-0.40026,-0.38533,-0.32818,-0.95008,-0.27487,-0.25023,-0.26515,-0.97223,-0.18748,1.50338,-0.33159,0
-0.69797,-0.41338,-0.28654,-0.46826,-0.53893,-0.38345,-0.41911,-0.22831,-0.36303,-0.48581,-0.32993,1.38504,-0.40646,-0.44958,-0.69246,-0.42531,0.48219,-0.33216,-0.72828,-0.10913,-0.25816,-0.34337,1.3182,-0.10913,-0.25553,0.09848,-0.40026,-0.38533,-0.40066,-0.04129,-0.3569,-0.33,-0.4682,-0.66022,-0.59205,-0.83372,-0.45655,0
-0.10615,-0.16947,-0.28654,0.31001,-0.15467,-0.12218,-0.1807,-0.62748,-0.09326,-0.48581,0.05927,0.68174,-0.16473,-0.44958,-0.69246,-0.08704,0.48219,-0.22407,0.10209,-0.08687,-0.1444,-0.15662,-0.58628,-0.08687,-0.146,-1.02313,-0.14846,-0.12547,-0.15908,-0.49568,-0.1655,-0.14832,-0.24259,0.11979,-0.10319,0.32738,-0.06085,0
-0.5007,-0.41338,-0.92089,-0.46826,-0.53893,-0.38345,-0.41911,-0.56095,-0.36303,-0.48581,-0.52453,-0.3732,-0.42505,-0.44958,-0.69246,-0.38302,0.48219,-0.41769,-0.3884,-0.10765,-0.25003,-0.336,-0.06687,-0.10765,-0.25406,0.09848,-0.40026,-0.38533,-0.42481,-0.43077,-0.33503,-0.33443,-0.51332,-0.81623,-0.52462,-0.83372,-0.41489,0
-0.5007,-0.00687,0.66497,-0.46826,-0.53893,0.052,-0.02177,0.83614,0.08658,-0.48581,0.44846,0.89273,0.05841,0.62165,1.57434,-0.23503,-0.32925,-0.19576,0.1503,-0.08249,-0.12815,-0.12713,-0.58628,-0.08249,-0.12703,1.44442,0.01941,0.04777,0.0825,0.80259,-0.12722,-0.12616,-0.19747,0.11979,-0.40662,-0.83372,-0.26911,0
-0.40206,-0.25078,-0.60372,-0.46826,-0.53893,-0.29636,-0.26017,0.76961,-0.36303,5.05588,-0.52453,-1.25231,-0.33208,-0.44958,-0.69246,-0.38302,0.48219,-0.23787,-0.49852,-0.10489,-0.21753,-0.27457,0.27939,-0.10489,-0.21723,-0.83619,-0.23239,-0.29871,-0.35234,0.41311,-0.28034,-0.26796,-0.33284,-0.50422,-0.50777,-0.83372,-0.41489,0
-0.10615,-0.25078,-0.28654,-0.20884,-0.53893,-0.20927,-0.26017,-1.02664,-0.18319,-0.48581,-0.13533,0.50592,-0.23911,-0.44958,-0.69246,0.03981,0.48219,-0.16529,1.28604,0.001,0.04248,0.14317,-1.10568,0.001,0.04162,-0.83619,-0.23239,-0.21209,-0.23155,-0.69043,0.18448,0.10869,-0.08467,0.4318,-0.10319,-0.66763,0.02245,0
0.48568,0.52159,0.3478,-0.20884,-0.44286,0.48744,0.53451,0.10433,0.5362,-0.48581,1.42146,0.64658,0.56046,0.83589,0.56384,0.35694,0.48219,-0.15282,1.43425,0.0197,0.07499,0.14071,-1.10568,0.0197,0.0738,0.09848,0.43907,0.48088,0.56566,0.15345,0.1298,0.14857,0.11837,2.14782,0.26766,-0.61466,0.33484,0
0.38704,-0.41338,0.3478,0.05058,-0.15467,-0.38345,-0.41911,-1.02664,-0.36303,-0.48581,-0.32993,1.38504,-0.36927,-0.44958,-0.69246,-0.3196,-0.32925,-0.04185,-0.74257,-0.10717,-0.21753,-0.28194,1.49134,-0.10717,-0.21688,0.09848,-0.40026,-0.38533,-0.35234,-0.95008,-0.28034,-0.28125,-0.17491,-0.66022,-0.22119,0.79017,-0.31076,0
1.17614,-0.08817,1.93366,0.56943,1.09418,-0.07864,-0.10123,0.23739,-0.09326,0.2069,0.25387,0.78724,-0.09035,-0.44958,-0.69246,-0.27732,-0.32925,0.14229,-0.62233,-0.1022,-0.16065,-0.19839,0.62566,-0.1022,-0.16141,-1.13529,-0.06453,-0.08216,-0.0866,-0.62551,-0.20378,-0.19263,0.02813,-0.34822,0.20024,2.16569,-0.22746,1
-0.69797,-0.16947,0.03063,-0.46826,-0.44286,-0.16573,-0.1807,0.5035,-0.18319,0.42857,-0.13533,-0.02155,-0.18332,-0.02109,0.67308,-0.29846,-0.32925,-0.19096,-0.5009,-0.10401,-0.20941,-0.26474,0.27939,-0.10401,-0.20679,0.47235,-0.14846,-0.16878,-0.18324,0.54294,-0.25847,-0.26796,-0.22003,-0.19221,-0.47405,-0.49074,-0.33159,0
-0.5007,-0.25078,-0.92089,-0.20884,-0.25073,-0.20927,-0.26017,-0.09525,-0.18319,-0.48581,-0.52453,-1.25231,-0.23911,-0.44958,-0.69246,-0.29846,-0.32925,-0.17861,-0.54435,-0.10472,-0.20941,-0.26474,0.45253,-0.10472,-0.20972,-0.83619,-0.23239,-0.21209,-0.23155,-0.17111,-0.26394,-0.26353,-0.26515,-0.50422,-0.38977,0.30887,-0.31076,0
0.97887,-0.25078,-0.60372,0.56943,2.05482,-0.25282,-0.26017,-0.76053,-0.27311,0.89961,-0.32993,-0.3732,-0.31348,-0.02109,1.13736,-0.19275,0.48219,-0.01258,-0.24315,-0.08996,-0.12003,-0.12222,-0.24001,-0.08996,-0.11613,1.03316,-0.23239,-0.2554,-0.32818,-0.95008,-0.11629,-0.12616,-0.01699,-0.03621,0.40252,2.35441,-0.14416,0
0.09113,-0.25078,0.03063,0.05058,-0.53893,-0.29636,-0.26017,0.0378,-0.36303,5.05588,-0.32993,-0.3732,-0.31348,0.19316,2.03862,-0.34074,-0.32925,-0.12583,-0.62649,-0.10566,-0.20941,-0.26965,0.7988,-0.10566,-0.21086,1.96783,-0.23239,-0.29871,-0.32818,-0.23603,-0.2694,-0.26796,-0.22003,-0.50422,-0.35605,-0.09891,-0.33159,0
1.76797,0.15573,2.25083,0.31001,2.82334,0.26972,0.13717,0.10433,0.17651,0.70565,0.44846,0.2246,0.16998,-0.02109,-0.00969,-0.02362,-0.32925,0.28768,-0.43899,-0.09105,-0.0794,-0.08044,0.10626,-0.09105,-0.07843,-0.5371,0.35514,0.26432,0.17913,-0.69043,-0.08347,-0.07742,0.25374,-0.03621,0.79024,2.17238,0.00162,1
-0.79661,-0.41338,-0.28654,-0.46826,-0.53893,-0.38345,-0.41911,-0.76053,-0.36303,-0.48581,-0.32993,1.38504,-0.36927,-0.44958,-0.69246,-0.34074,1.29364,-0.32244,-0.44792,-0.10588,-0.23378,-0.28931,0.10626,-0.10589,-0.2328,0.09848,-0.40026,-0.38533,-0.35234,-0.36586,-0.28034,-0.29455,-0.44564,-1.12823,-0.54148,-0.83372,-0.37324,0
-0.00751,-0.41338,-0.92089,-0.46826,-0.3468,-0.38345,-0.41911,-1.42581,-0.36303,-0.48581,-0.52453,-0.3732,-0.42505,-0.44958,-0.69246,0.01867,-1.14069,0.22974,0.16876,-0.04409,0.08311,0.1874,-0.58628,-0.04409,0.08044,0.09848,-0.40026,-0.38533,-0.42481,-1.015,0.22823,0.153,0.1635,-0.34822,-0.08634,-0.50205,-0.0192,0
-0.79661,-0.41338,-0.28654,-0.46826,-0.53893,-0.38345,-0.41911,0.76961,-0.36303,-0.48581,-0.52453,-0.3732,-0.40646,-0.44958,-0.69246,-0.48873,-0.32925,-0.28238,-0.7509,-0.10896,-0.25003,-0.336,1.49134,-0.10896,-0.25051,0.09848,-0.40026,-0.38533,-0.40066,0.80259,-0.32956,-0.33886,-0.37796,-0.81623,-0.65948,-0.83372,-0.51902,0
-0.79661,-0.16947,-0.28654,-0.20884,-0.53893,-0.16573,-0.1807,0.17086,-0.18319,0.42857,-0.13533,-0.02155,-0.2577,0.4074,2.03862,-0.27732,-0.32925,-0.28753,0.06935,-0.0929,-0.1769,-0.21559,-0.58628,-0.0929,-0.1779,1.96783,-0.14846,-0.16878,-0.27987,0.54294,-0.20925,-0.21922,-0.26515,0.4318,-0.47405,-0.51233,-0.28994,0
-0.00751,0.15573,0.03063,-0.20884,0.61385,0.22617,0.13717,-0.82706,0.26643,-0.48581,0.05927,-0.58418,0.05841,0.62165,1.02812,0.54721,2.10508,0.3028,-0.50328,-0.09438,-0.09565,-0.10502,0.27939,-0.09438,-0.0949,0.73406,0.18727,0.22101,0.03418,-0.5606,-0.12175,-0.09071,0.23118,-0.03621,0.52052,0.16386,0.52227,0
0.38704,-0.08817,0.3478,0.05058,-0.25073,-0.20927,-0.10123,0.0378,-0.27311,2.28503,0.05927,0.2246,-0.16473,0.4074,1.4924,-0.19275,-1.14069,-0.17645,-0.45863,-0.10272,-0.20128,-0.24999,0.10626,-0.10272,-0.19792,1.33225,-0.14846,-0.21209,-0.18324,-0.75534,-0.27487,-0.22808,-0.24259,0.11979,0.31824,0.23739,-0.18581,0
-0.69797,-0.16947,-0.60372,-0.46826,-0.3468,-0.20927,-0.1807,1.43489,-0.18319,-0.48581,0.25387,1.38504,-0.2763,0.4074,2.03862,-0.38302,-0.32925,-0.36647,-0.1503,-0.10282,-0.22566,-0.29177,-0.41314,-0.10282,-0.22603,1.96783,-0.23239,-0.21209,-0.30403,0.99734,-0.30222,-0.28125,-0.42308,0.11979,-0.52462,0.02348,-0.41489,0
