$ck_oo_numberOfPrivateMethods,$LDHH_lcom,$LDHH_fanIn,$numberOfNonTrivialBugsFoundUntil:,$WCHU_numberOfPublicAttributes,$WCHU_numberOfAttributes,$CvsWEntropy,$LDHH_numberOfPublicMethods,$WCHU_fanIn,$LDHH_numberOfPrivateAttributes,$CvsEntropy,$LDHH_numberOfPublicAttributes,$WCHU_numberOfPrivateMethods,$WCHU_numberOfMethods,$ck_oo_numberOfPublicAttributes,$ck_oo_noc,$numberOfCriticalBugsFoundUntil:,$ck_oo_wmc,$LDHH_numberOfPrivateMethods,$WCHU_numberOfPrivateAttributes,$CvsLogEntropy,$WCHU_noc,$LDHH_numberOfAttributesInherited,$WCHU_wmc,$ck_oo_fanOut,$ck_oo_numberOfLinesOfCode,$ck_oo_numberOfAttributesInherited,$ck_oo_numberOfMethods,$ck_oo_dit,$ck_oo_fanIn,$LDHH_noc,$WCHU_dit,$ck_oo_lcom,$WCHU_numberOfAttributesInherited,$ck_oo_rfc,$LDHH_wmc,$LDHH_numberOfAttributes,$LDHH_numberOfLinesOfCode,$WCHU_fanOut,$WCHU_lcom,$ck_oo_cbo,$WCHU_rfc,$ck_oo_numberOfAttributes,$numberOfHighPriorityBugsFoundUntil:,$ck_oo_numberOfPrivateAttributes,$numberOfMajorBugsFoundUntil:,$WCHU_numberOfPublicMethods,$LDHH_dit,$WCHU_cbo,$CvsLinEntropy,$WCHU_numberOfMethodsInherited,$numberOfBugsFoundUntil:,$LDHH_fanOut,$LDHH_numberOfMethodsInherited,$LDHH_rfc,$ck_oo_numberOfMethodsInherited,$ck_oo_numberOfPublicMethods,$LDHH_cbo,$WCHU_numberOfLinesOfCode,$CvsExpEntropy,$LDHH_numberOfMethods,<$class
-0.24686,-0.40128,-0.27252,-0.42027,0.46475,0.10157,-0.3095,-0.36658,-0.04022,-0.2229,-0.45529,0.81362,-0.24945,-0.4533,-0.12768,-0.33066,-0.35578,-0.42302,-0.2154,-0.32877,1.08662,-0.24141,-0.71212,-0.51669,-0.76459,-0.39741,-0.64762,-0.49101,0.73973,-0.24558,-0.16372,-0.56929,-0.11266,-0.66219,-0.41393,-0.46955,0.23271,-0.49467,-0.58766,-0.16402,-0.57374,-0.53745,-0.29095,-0.42985,-0.46177,-0.39766,-0.39414,-0.42836,-0.30406,0.56804,-0.30275,-0.43589,-0.47065,-0.45004,-0.4977,-0.48144,-0.39849,-0.44721,-0.50068,0.28173,-0.40186,0
-0.24686,-0.40128,-0.38164,-0.52341,-0.30025,-0.33452,-0.32147,-0.36658,-0.39104,-0.2229,-0.73262,-0.26193,-0.24945,-0.4533,-0.20083,-0.33066,-0.35578,-0.39353,-0.2154,-0.32877,-0.88544,-0.24141,-0.71212,-0.51669,-0.55781,-0.365,-0.68127,-0.44869,0.15855,-0.17267,-0.16372,-0.56929,-0.11204,-0.66219,-0.39182,-0.46955,-0.29976,-0.49467,-0.58766,-0.16402,-0.40527,-0.53745,-0.19983,-0.42985,0.36576,-0.39766,-0.39414,-0.42836,-0.59342,-0.94051,-0.58452,-0.52632,-0.47065,-0.57137,-0.4977,-0.36225,-0.29828,-0.53681,-0.50068,-0.89962,-0.40186,0
-0.24686,-0.40128,-0.38164,-0.31713,-0.30025,-0.33452,-0.31034,-0.36658,-0.39104,-0.2229,-0.30244,-0.26193,-0.24945,-0.4533,-0.20083,-0.33066,-0.35578,-0.33456,-0.2154,-0.32877,1.10887,-0.24141,-0.63135,-0.51669,-0.55781,-0.32359,-0.04859,-0.11005,0.15855,-0.24558,-0.16372,-0.56929,-0.09594,-0.5485,-0.27572,-0.46955,-0.29976,-0.49467,-0.58766,-0.16402,-0.46143,-0.53745,-0.19983,-0.42985,0.08992,-0.39766,-0.39414,-0.42836,-0.59342,0.95883,-0.02645,-0.30024,-0.47065,-0.22828,-0.4977,0.47203,-0.34839,-0.53681,-0.50068,0.83966,-0.40186,0
-0.05666,-0.40128,-0.38164,-0.47184,-0.30025,-0.33452,-0.33535,-0.36658,-0.39104,-0.2229,-1.18445,-0.26193,-0.24945,-0.4533,0.01864,-0.33066,-0.35578,-0.2977,-0.2154,-0.32877,-0.90953,-0.24141,-0.71212,-0.51669,-0.76459,-0.30559,-0.688,-0.15238,-1.00379,-0.3185,-0.16372,-0.56929,-0.09903,-0.66219,-0.27572,-0.46955,-0.29976,-0.49467,-0.58766,-0.16402,-0.6299,-0.53745,-0.19983,-0.42985,-0.46177,-0.39766,-0.39414,-0.42836,-0.59342,-1.02014,-0.86083,-0.48111,-0.47065,-0.72439,-0.4977,-0.81912,0.00236,-0.53681,-0.50068,-0.90738,-0.40186,0
-0.05666,-0.40128,-0.38164,-0.52341,-0.30025,-0.33452,-0.33535,-0.36658,-0.39104,-0.2229,-1.18445,-0.26193,-0.24945,-0.4533,-0.20083,-0.33066,-0.35578,-0.41565,-0.2154,-0.32877,-0.90953,-0.24141,-0.71212,-0.51669,-0.76459,-0.39381,-0.688,-0.49101,-1.00379,-0.39141,-0.16372,-0.56929,-0.11266,-0.66219,-0.41393,-0.46955,-0.29976,-0.49467,-0.58766,-0.16402,-0.68606,-0.53745,-0.24539,-0.42985,-0.46177,-0.39766,-0.39414,-0.42836,-0.59342,-1.02014,-0.86083,-0.48111,-0.47065,-0.72439,-0.4977,-0.81912,-0.39849,-0.53681,-0.50068,-0.90738,-0.40186,0
-0.24686,-0.20342,-0.24025,-0.3687,-0.30025,-0.33452,-0.25851,-0.36658,-0.04022,0.31042,-0.02111,-0.26193,-0.24945,-0.07122,-0.20083,-0.33066,-0.35578,-0.31981,-0.2154,0.83739,1.11719,-0.24141,-0.71212,-0.3498,0.06253,-0.27858,-0.688,-0.19471,-1.00379,0.11899,-0.16372,-0.56929,-0.10182,-0.66219,-0.20385,-0.32172,-0.29976,-0.23777,0.88649,-0.09625,0.15631,-0.2074,-0.15427,0.50383,-0.18592,-0.04835,0.11253,-0.42836,0.56402,0.81182,-0.58452,-0.34546,0.21113,-0.57137,-0.22492,-0.81912,-0.09785,0.00838,-0.24143,0.67993,-0.20214,0
2.7963,7.73831,3.70556,7.77943,-0.30025,0.5463,6.32881,10.71149,5.57993,1.27086,3.66778,-0.26193,4.96443,12.26871,-0.12768,0.13366,3.74967,7.18454,2.95072,2.02663,1.34924,-0.24141,-0.63448,6.72481,2.95747,11.42604,-0.66108,16.48315,-0.42262,9.01457,-0.16372,-0.56929,24.97737,-0.52261,13.96515,4.12498,0.64599,4.48049,1.87899,16.75317,8.07455,6.92931,-0.10871,0.50383,0.6416,4.84201,14.92117,-0.42836,5.49175,2.18565,-0.30822,8.24581,0.96299,-0.39911,4.1019,-0.7198,18.94276,3.46677,6.63024,2.51312,8.71164,1
-0.05666,-0.40128,-0.38164,-0.52341,-0.30025,-0.33452,-0.31472,-0.36658,-0.39104,-0.2229,-0.74348,-0.26193,-0.24945,-0.4533,0.0918,-0.33066,-0.35578,-0.20187,-0.2154,-0.32877,-0.88621,-0.24141,-0.71212,-0.34653,-0.45442,-0.19756,-0.688,-0.19471,-1.00379,-0.24558,-0.16372,-0.56929,-0.10182,-0.66219,-0.29231,-0.3927,-0.29976,-0.42124,-0.58766,-0.16402,-0.40527,-0.53745,-0.10871,-0.42985,-0.46177,-0.39766,-0.39414,-0.42836,-0.59342,-0.94519,-0.58179,-0.52632,-0.47065,-0.57137,-0.4977,-0.66021,-0.04774,-0.53681,-0.37512,-0.90168,-0.40186,0
-0.05666,-0.23279,-0.38164,-0.3687,-0.30025,-0.33452,-0.26842,-0.36658,-0.39104,-0.2229,-0.67462,-0.26193,0.49224,-0.07122,-0.12768,-0.33066,-0.35578,-0.23135,0.0361,-0.32877,-0.88334,-0.24141,1.58014,-0.18128,-0.45442,-0.26058,1.92347,-0.40636,0.15855,-0.3185,-0.16372,1.74025,-0.11111,1.6579,-0.36417,-0.35567,-0.29976,-0.38665,-0.09627,-0.09939,-0.46143,-0.21059,-0.29095,-0.42985,-0.46177,-0.39766,-0.39414,1.10831,-0.30406,-0.94426,0.24439,-0.39067,-0.30687,-0.19124,-0.37855,-0.32253,-0.29828,-0.44342,-0.24957,-0.90552,-0.25465,0
-0.24686,4.3905,-0.38164,-0.11085,-0.30025,1.43143,-0.24429,-0.36658,-0.39104,-0.2229,-0.11078,-0.26193,-0.24945,1.09014,-0.20083,0.13366,-0.35578,-0.34193,-0.2154,-0.32877,1.1193,-0.24141,-0.71212,0.31774,-0.6612,-0.31819,-0.688,-0.15238,-1.00379,-0.3185,-0.16372,-0.56929,-0.09903,-0.66219,-0.36417,1.75186,4.94227,1.667,-0.09627,0.11459,-0.57374,0.11467,0.16464,1.4375,-0.46177,-0.39766,-0.39414,-0.42836,-0.30406,0.98874,-0.58452,0.01628,1.1801,-0.57137,1.84846,-0.81912,-0.4486,0.50318,0.12941,0.96076,3.80551,1
-0.24686,0.16948,1.51885,1.07527,-0.30025,0.10157,1.08538,0.43275,2.42945,-0.04001,1.18797,-0.26193,-0.24945,0.71184,-0.12768,-0.33066,-0.35578,0.30678,-0.2154,0.83739,1.18898,-0.24141,-0.63135,0.03141,0.16592,0.21474,-0.04859,0.99052,-0.42262,0.70231,-0.16372,-0.56929,0.09332,-0.5485,0.23841,-0.24207,-0.17781,-0.27876,-0.09627,0.18737,0.60557,-0.01766,0.39244,0.50383,2.84834,-0.39766,1.14592,-0.42836,1.73006,1.23235,-0.30822,1.19193,-0.26904,-0.32007,-0.26318,0.37271,0.60364,0.84438,-0.04845,0.88467,0.16799,0
-0.24686,0.02109,-0.38164,0.09543,-0.30025,-0.33452,-0.25416,0.47703,-0.39104,-0.2229,0.14459,-0.26193,-0.24945,0.69671,-0.20083,0.13366,1.2864,-0.17975,-0.2154,-0.32877,-0.83989,-0.24141,-0.45486,0.14758,1.19983,-0.18856,-0.22359,-0.02539,1.90207,-0.17267,-0.16372,-0.56929,-0.08881,-0.54512,-0.05459,-0.22079,-0.29976,-0.15331,1.38274,0.05058,0.49325,0.11627,-0.33651,-0.42985,-0.46177,0.30096,1.63754,-0.42836,0.27753,-0.80157,3.0676,0.0615,0.17653,2.69477,-0.24579,3.31258,0.05247,-0.25357,0.23869,-0.88539,0.01938,0
-0.24686,-0.40128,-0.26705,-0.31713,-0.30025,-0.33452,-0.31034,-0.36658,-0.04022,-0.2229,-0.30244,-0.26193,-0.24945,-0.4533,-0.20083,-0.33066,-0.35578,-0.32719,-0.2154,-0.32877,1.10887,-0.24141,-0.63135,-0.51669,-0.6612,-0.31099,-0.04859,-0.06772,0.15855,-0.3185,-0.16372,-0.56929,-0.09253,-0.5485,-0.27019,-0.46955,-0.29976,-0.49467,-0.58766,-0.16402,-0.57374,-0.53745,-0.19983,-0.42985,0.08992,-0.39766,-0.39414,-0.42836,-0.30406,0.95883,-0.02645,-0.30024,-0.47065,-0.22828,-0.4977,0.47203,-0.29828,-0.44342,-0.50068,0.83966,-0.40186,0
-0.24686,-0.40128,-0.38164,-0.26556,-0.30025,-0.33452,-0.305,-0.36658,-0.39104,-0.2229,-0.30161,-0.26193,-0.24945,-0.4533,0.0918,-0.33066,-0.35578,-0.31981,-0.2154,-0.32877,-0.8636,-0.24141,-0.71212,-0.35144,-0.24764,-0.31639,-0.63415,-0.44869,-0.42262,-0.3185,-0.16372,-0.56929,-0.11204,-0.66219,-0.331,-0.40502,-0.29976,-0.38739,-0.58766,-0.16402,-0.40527,-0.37641,-0.15427,-0.42985,-0.46177,-0.39766,-0.39414,-0.42836,-0.59342,-0.88069,-0.30548,-0.25502,-0.47065,-0.03996,-0.43517,-0.60062,-0.29828,-0.53681,-0.26352,-0.90073,-0.40186,0
-0.24686,-0.40128,0.02996,-0.52341,-0.30025,-0.33452,-0.32147,-0.36658,0.31061,-0.2229,-0.73262,-0.26193,-0.24945,-0.4533,-0.20083,1.06231,-0.35578,-0.37879,-0.2154,-0.32877,-0.88544,-0.24141,-0.63135,-0.51669,-0.6612,-0.3614,-0.04859,-0.27937,-0.42262,-0.09975,-0.16372,-0.56929,-0.10647,-0.5485,-0.38076,-0.46955,-0.29976,-0.49467,-0.58766,-0.16402,-0.40527,-0.53745,-0.29095,-0.42985,-0.18592,-0.39766,-0.39414,-0.42836,-0.0147,-0.94051,-0.30822,-0.52632,-0.47065,-0.32007,-0.4977,0.37271,-0.19807,-0.22674,-0.50068,-0.89962,-0.40186,0
-0.24686,-0.40128,-0.38164,-0.52341,-0.30025,-0.33452,-0.32147,-0.36658,-0.39104,-0.2229,-0.73262,-0.26193,-0.24945,-0.4533,-0.20083,-0.33066,-0.35578,-0.37879,-0.2154,-0.32877,-0.88544,-0.24141,-0.71212,-0.51669,-0.35103,-0.356,-0.688,-0.36403,-0.42262,-0.3185,-0.16372,-0.56929,-0.10988,-0.66219,-0.35865,-0.46955,-0.29976,-0.49467,-0.58766,-0.16402,-0.40527,-0.53745,-0.15427,-0.42985,0.6416,-0.39766,-0.39414,-0.42836,-0.59342,-0.94051,-0.58452,-0.52632,-0.47065,-0.57137,-0.4977,-0.54103,-0.24817,-0.53681,-0.50068,-0.89962,-0.40186,0
3.17669,0.40935,-0.38164,-0.21399,0.46475,0.10157,-0.02198,-0.36658,-0.39104,-0.2229,0.11886,0.83113,0.49959,-0.06744,0.45758,-0.33066,-0.35578,0.39524,1.23123,-0.32877,1.11926,-0.24141,-0.71212,0.17376,0.68287,0.23274,-0.688,0.31325,-1.00379,-0.17267,-0.16372,-0.56929,-0.04793,-0.66219,0.47613,0.01364,0.46241,-0.06871,-0.09627,-0.07429,0.21246,-0.00491,0.07353,0.50383,-0.46177,-0.39766,-0.39414,-0.42836,-0.30406,0.70791,-0.58452,-0.16459,-0.29822,-0.57137,-0.06685,-0.81912,-0.29828,-0.42693,0.05152,0.38845,0.38306,0
-0.24686,-0.40128,-0.38164,-0.47184,-0.30025,-0.33452,-0.27328,-0.36658,-0.39104,-0.2229,-0.74767,-0.26193,-0.24945,-0.4533,-0.20083,-0.33066,-0.35578,-0.41565,-0.2154,-0.32877,-0.88285,-0.24141,1.01276,-0.3498,-0.76459,-0.39201,-0.5332,-0.49101,0.15855,-0.3185,-0.16372,-0.56929,-0.11266,-0.19502,-0.4084,-0.31914,-0.29976,-0.28576,-0.07195,-0.16402,-0.6299,-0.36206,-0.29095,-0.42985,-0.18592,-0.39766,-0.39414,-0.42836,-0.28973,-0.88822,-0.30275,-0.43589,-0.02941,0.04658,-0.33526,-0.42185,-0.34839,-0.3149,-0.24376,-0.81817,-0.40186,0
1.84531,1.07092,-0.38164,-0.31713,-0.30025,0.10157,-0.28375,-0.36658,-0.39104,7.0115,-0.91958,-0.26193,0.49224,-0.07122,-0.12768,-0.33066,-0.35578,0.71222,2.74904,0.83739,-0.85317,-0.24141,-0.71212,-0.00294,2.23373,0.76207,-0.688,0.01694,-1.00379,-0.24558,-0.16372,-0.56929,-0.08479,-0.66219,0.33792,2.31692,3.19006,2.11065,-0.09627,-0.09311,1.05483,-0.04955,0.48356,0.50383,4.22756,0.30096,-0.39414,-0.42836,-0.30406,-0.00384,-0.86083,-0.34546,1.81918,-0.72439,2.55957,-0.81912,-0.29828,1.00167,-0.10426,0.51664,1.14496,1
-0.05666,0.26683,1.33644,-0.11085,-0.30025,-0.33452,-0.0227,0.68901,1.01226,-0.2229,0.44958,-0.26193,-0.24945,0.31085,-0.20083,1.52663,-0.35578,-0.17975,-0.2154,-0.32877,1.14423,-0.24141,-0.45486,0.15576,0.57948,-0.08413,-0.33801,-0.15238,1.3209,0.41065,-0.16372,-0.56929,-0.09903,-0.54625,0.02833,-0.02991,-0.29976,-0.02187,0.4097,-0.02786,0.66173,0.48299,-0.29095,0.50383,-0.46177,-0.04835,0.11253,-0.42836,1.15134,0.95705,2.21407,-0.16459,0.23761,2.16645,0.57359,2.22006,-0.19807,1.26894,0.18289,0.89877,0.26567,0
0.13354,-0.40128,-0.38164,-0.11085,-0.30025,-0.33452,-0.30075,-0.36658,-0.39104,-0.2229,-0.28058,-0.26193,-0.24945,-0.4533,-0.05452,-0.33066,-0.35578,-0.28296,-0.2154,-0.32877,-0.86158,-0.24141,-0.71212,-0.51669,0.16592,-0.14535,-0.56012,-0.27937,-0.42262,-0.39141,-0.16372,-0.56929,-0.10647,-0.66219,-0.1541,-0.46955,-0.29976,-0.26759,-0.58766,-0.16402,-0.18064,-0.21378,-0.19983,-0.42985,-0.46177,-0.39766,-0.39414,-0.42836,-0.59342,-0.86458,-0.58452,-0.16459,-0.47065,-0.57137,-0.35968,-0.68008,-0.4486,-0.53681,-0.02637,-0.89445,-0.40186,0
-0.24686,-0.40128,-0.38164,-0.47184,-0.30025,-0.33452,-0.32147,-0.36658,-0.39104,-0.2229,-0.73262,-0.26193,-0.24945,-0.4533,-0.20083,-0.33066,-0.35578,-0.41565,-0.2154,-0.32877,-0.88544,-0.24141,1.7688,-0.51669,-0.6612,-0.38661,2.00424,-0.49101,1.3209,-0.3185,-0.16372,1.74025,-0.11266,1.99899,-0.40287,-0.46955,-0.29976,-0.49467,-0.58766,-0.16402,-0.57374,-0.53745,-0.33651,-0.42985,-0.46177,-0.39766,-0.39414,1.10831,-0.59342,-0.94051,0.24439,-0.48111,-0.47065,-0.32625,-0.4977,0.31312,-0.34839,-0.53681,-0.50068,-0.89962,-0.40186,0
0.13354,-0.40128,-0.38164,-0.16242,-0.30025,0.10157,-0.07599,-0.36658,-0.39104,0.22035,-0.3008,-0.26193,-0.24945,-0.4533,-0.12768,-0.33066,0.46531,-0.1945,-0.2154,0.83739,1.11982,-0.24141,-0.71212,-0.17474,0.68287,-0.18676,-0.688,-0.40636,-1.00379,-0.39141,-0.16372,-0.56929,-0.11111,-0.66219,-0.09882,-0.28454,-0.06415,-0.20325,-0.09627,-0.16402,0.10015,-0.20102,-0.06315,0.50383,0.91745,0.30096,-0.39414,-0.42836,-0.30406,1.1863,-0.86083,-0.16459,-0.26363,-0.72439,-0.29034,-0.79926,-0.34839,-0.33487,-0.08333,1.34721,-0.40186,0
-0.24686,-0.22533,-0.38164,-0.00771,-0.30025,-0.33452,-0.04879,-0.13627,-0.39104,-0.2229,0.76438,-0.26193,-0.24945,-0.07122,-0.05452,-0.33066,-0.35578,-0.15764,-0.2154,-0.32877,1.15817,-0.24141,1.7688,-0.02094,0.06253,-0.12014,1.89655,-0.11005,1.3209,-0.3185,-0.16372,1.74025,-0.09594,2.00124,-0.038,-0.23999,-0.29976,0.40314,-0.58766,-0.095,-0.18064,0.1067,-0.24539,-0.42985,-0.46177,-0.39766,0.11253,1.10831,-0.59342,0.93026,0.24712,-0.07415,-0.47065,0.59939,-0.11569,0.55149,0.10258,-0.53681,0.21544,0.66827,-0.24505,0
-0.24686,-0.1456,-0.1861,0.30172,1.23733,1.4487,0.07767,-0.06171,0.31408,-0.2229,0.47777,0.44183,-0.24945,-0.07122,0.16495,1.52663,0.46531,0.36575,-0.2154,-0.32877,-0.8178,-0.24141,-0.08352,0.34882,0.3727,0.27775,0.15333,0.56723,-1.00379,0.92105,-0.16372,-0.56929,-0.00425,0.2699,0.08362,-0.00362,0.41555,0.05876,0.39511,-0.08496,0.88636,0.28369,0.39244,-0.42985,-0.46177,0.30096,0.11253,-0.42836,0.27753,-0.67732,-0.58452,0.24237,-0.11229,-0.57137,-0.01401,-0.81912,0.75397,-0.24496,0.44329,-0.80505,-0.11912,1
-0.24686,-0.40128,-0.38164,-0.52341,-0.30025,-0.33452,-0.32119,-0.36658,-0.39104,-0.2229,-0.61727,-0.26193,-0.24945,-0.4533,-0.20083,-0.33066,-0.35578,-0.12815,-0.2154,-0.32877,-0.87938,-0.24141,-0.71212,-0.51669,-0.6612,-0.14355,-0.688,1.15984,-1.00379,-0.3185,-0.16372,-0.56929,0.14102,-0.66219,-0.17621,-0.46955,-0.29976,-0.49467,-0.58766,-0.16402,-0.57374,-0.53745,-0.29095,-0.42985,-0.18592,-0.39766,-0.39414,-0.42836,-0.59342,-0.92162,-0.58452,-0.52632,-0.47065,-0.57137,-0.4977,-0.81912,1.60578,-0.53681,-0.50068,-0.89887,-0.40186,0
-0.24686,-0.40128,-0.38164,-0.47184,-0.30025,-0.33452,-0.3018,-0.36658,-0.39104,-0.2229,-0.93338,-0.26193,-0.24945,-0.4533,-0.20083,-0.33066,-0.35578,-0.37879,-0.2154,-0.32877,-0.89584,-0.24141,-0.71212,-0.51669,-0.45442,-0.3452,-0.68127,-0.40636,0.15855,-0.3185,-0.16372,-0.56929,-0.11111,-0.66219,-0.37523,-0.46955,-0.29976,-0.49467,-0.58766,-0.16402,-0.46143,-0.53745,-0.10871,-0.42985,0.91745,-0.39766,-0.39414,-0.42836,-0.59342,-0.97219,-0.86083,-0.48111,-0.47065,-0.72439,-0.4977,-0.36225,-0.24817,-0.53681,-0.50068,-0.90278,-0.40186,0
-0.24686,-0.17361,0.60813,-0.47184,-0.30025,-0.33452,-0.30614,0.05128,0.31061,-0.2229,-0.60121,-0.26193,-0.24945,-0.06744,-0.20083,-0.33066,-0.35578,-0.37142,-0.2154,-0.32877,-0.87769,-0.24141,-0.71212,-0.34653,-0.55781,-0.3542,-0.688,-0.3217,-1.00379,0.33773,-0.16372,-0.56929,-0.10833,-0.66219,-0.35865,-0.35552,-0.29976,-0.39661,-0.09627,-0.09562,-0.01217,-0.37163,-0.24539,-0.42985,-0.46177,-0.39766,0.11754,-0.42836,0.27466,-0.90634,-0.58452,-0.48111,-0.24778,-0.57137,-0.38425,-0.7794,-0.14796,0.41133,-0.37396,-0.888,-0.13586,0
-0.24686,-0.40128,-0.38164,-0.52341,-0.30025,-0.33452,-0.32147,-0.36658,-0.39104,-0.2229,-0.73262,-0.26193,-0.24945,-0.4533,-0.20083,-0.33066,-0.35578,-0.36404,-0.2154,-0.32877,-0.88544,-0.24141,-0.71212,-0.51669,-0.76459,-0.356,-0.688,-0.15238,-1.00379,-0.39141,-0.16372,-0.56929,-0.09903,-0.66219,-0.3697,-0.46955,-0.29976,-0.49467,-0.58766,-0.16402,-0.68606,-0.53745,-0.29095,-0.42985,-0.46177,-0.39766,-0.39414,-0.42836,-0.59342,-0.94051,-0.58452,-0.52632,-0.47065,-0.57137,-0.4977,-0.68008,0.00236,-0.53681,-0.50068,-0.89962,-0.40186,0
-0.24686,-0.22533,-0.16217,-0.42027,-0.30025,0.10157,-0.30214,-0.13627,0.31756,-0.2229,-0.46443,-0.26193,-0.24945,-0.06744,-0.05452,0.13366,-0.35578,-0.34193,-0.2154,-0.32877,-0.87198,-0.24141,-0.71212,-0.34653,-0.55781,-0.33439,-0.688,-0.3217,-1.00379,-0.02684,-0.16372,-0.56929,-0.10833,-0.66219,-0.31995,-0.40502,-0.11028,-0.43504,-0.58766,-0.09562,-0.29296,-0.36844,-0.19983,-0.42985,-0.46177,-0.04835,0.11754,-0.42836,-0.00897,-0.90523,-0.58452,-0.43589,-0.47065,-0.57137,-0.41297,-0.81912,-0.14796,-0.33958,-0.37396,-0.90148,-0.24505,0
-0.24686,-0.06316,-0.24271,0.81742,-0.30025,-0.33452,0.10071,0.064,-0.03674,-0.2229,1.88495,-0.26193,-0.24945,0.31085,-0.05452,0.13366,0.46531,0.13723,-0.2154,-0.32877,1.22275,-0.24141,1.7688,1.48593,0.88966,-0.00671,1.89655,0.05927,0.73973,-0.09975,-0.16372,1.74025,-0.08045,2.00124,0.06703,0.42699,-0.29976,0.85736,1.86926,-0.0197,0.4371,1.24832,-0.24539,-0.42985,-0.46177,-0.04835,0.61919,1.10831,1.14561,1.22308,0.52343,0.73976,0.39058,0.72381,0.20209,0.39258,0.20279,0.08733,1.09314,0.9512,-0.06783,0
-0.24686,-0.40128,-0.38164,-0.42027,-0.30025,-0.33452,-0.29097,-0.36658,-0.39104,-0.2229,-0.92017,-0.26193,-0.24945,-0.4533,-0.20083,-0.33066,-0.35578,-0.21661,-0.2154,-0.32877,-0.89229,-0.24141,-0.71212,-0.33835,-0.04086,-0.24797,-0.64762,0.27092,-0.42262,-0.39141,-0.16372,-0.56929,-0.05412,-0.66219,-0.16516,-0.33891,-0.29976,-0.36948,-0.08168,-0.16402,-0.29296,-0.34133,-0.24539,-0.42985,0.08992,-0.39766,-0.39414,-0.42836,-0.29546,-0.92112,-0.86083,-0.34546,-0.11841,-0.72439,-0.3582,-0.38212,0.50343,-0.30057,-0.3542,-0.81607,-0.40186,0
-0.24686,-0.40128,-0.38164,-0.47184,0.47233,0.10589,-0.22651,-0.36658,-0.39104,-0.2229,-0.93819,-0.01991,-0.24945,-0.4533,0.23811,-0.33066,-0.35578,-0.20187,-0.2154,-0.32877,-0.89269,-0.24141,-0.71212,-0.3498,-0.45442,-0.19576,-0.688,-0.3217,-1.00379,-0.17267,-0.16372,-0.56929,-0.10833,-0.66219,-0.23702,-0.29371,-0.19958,-0.34431,-0.09627,-0.16402,-0.34911,-0.36844,0.07353,-0.42985,-0.18592,-0.04835,-0.39414,-0.42836,-0.30406,-0.91186,-0.86083,-0.43589,-0.11733,-0.72439,-0.31454,-0.81912,-0.14796,-0.3573,-0.37629,-0.77307,-0.40186,0
-0.24686,-0.40128,-0.38164,-0.52341,-0.30025,-0.33452,-0.32147,-0.36658,-0.39104,-0.2229,-0.73262,-0.26193,-0.24945,-0.4533,-0.20083,1.06231,-0.35578,-0.40827,-0.2154,-0.32877,-0.88544,-0.24141,1.7688,-0.51669,-0.76459,-0.383,1.89655,-0.44869,1.3209,-0.39141,-0.16372,1.74025,-0.11204,2.00124,-0.4084,-0.46955,-0.29976,-0.49467,-0.58766,-0.16402,-0.68606,-0.53745,-0.33651,-0.42985,-0.46177,-0.39766,-0.39414,1.10831,-0.59342,-0.94051,0.52343,-0.52632,-0.47065,0.72381,-0.4977,0.53163,-0.29828,-0.53681,-0.50068,-0.89962,-0.40186,0
-0.05666,-0.40128,-0.38164,0.19857,-0.30025,-0.33452,-0.23834,-0.36658,-0.39104,-0.2229,0.94719,-0.26193,-0.24945,-0.4533,-0.05452,-0.33066,-0.35578,-0.28296,-0.2154,-0.32877,1.16961,-0.24141,1.7688,-0.34817,0.16592,-0.28578,1.89655,-0.3217,0.73973,-0.3185,-0.16372,1.74025,-0.10833,2.00124,-0.24808,-0.21342,-0.29976,0.95771,0.39511,-0.16402,-0.12448,-0.2074,-0.24539,-0.42985,-0.46177,-0.39766,-0.39414,1.10831,-0.0147,0.98393,0.52343,0.15193,0.22284,0.72381,-0.16609,0.39258,-0.19807,-0.16263,-0.14029,0.75437,-0.40186,0
-0.24686,-0.40128,-0.38164,-0.52341,-0.30025,-0.33452,-0.28262,-0.36658,-0.39104,-0.2229,-0.76665,-0.26193,-0.24945,-0.4533,-0.20083,-0.33066,-0.35578,-0.35667,-0.2154,-0.32877,-0.88598,-0.24141,-0.71212,-0.51669,-0.24764,-0.33259,-0.60723,-0.36403,0.15855,-0.3185,-0.16372,-0.56929,-0.10988,-0.66219,-0.331,-0.46955,-0.29976,-0.49467,-0.58766,-0.16402,-0.40527,-0.53745,-0.29095,-0.42985,-0.18592,-0.39766,-0.39414,-0.42836,-0.59342,-0.92421,-0.29728,-0.52632,-0.47065,-0.26337,-0.4977,-0.08416,-0.34839,-0.53681,-0.50068,-0.85455,-0.40186,0
