$ck_oo_numberOfPrivateMethods,$LDHH_lcom,$LDHH_fanIn,$numberOfNonTrivialBugsFoundUntil:,$WCHU_numberOfPublicAttributes,$WCHU_numberOfAttributes,$CvsWEntropy,$LDHH_numberOfPublicMethods,$WCHU_fanIn,$LDHH_numberOfPrivateAttributes,$CvsEntropy,$LDHH_numberOfPublicAttributes,$WCHU_numberOfPrivateMethods,$WCHU_numberOfMethods,$ck_oo_numberOfPublicAttributes,$ck_oo_noc,$numberOfCriticalBugsFoundUntil:,$ck_oo_wmc,$LDHH_numberOfPrivateMethods,$WCHU_numberOfPrivateAttributes,$CvsLogEntropy,$WCHU_noc,$LDHH_numberOfAttributesInherited,$WCHU_wmc,$ck_oo_fanOut,$ck_oo_numberOfLinesOfCode,$ck_oo_numberOfAttributesInherited,$ck_oo_numberOfMethods,$ck_oo_dit,$ck_oo_fanIn,$LDHH_noc,$WCHU_dit,$ck_oo_lcom,$WCHU_numberOfAttributesInherited,$ck_oo_rfc,$LDHH_wmc,$LDHH_numberOfAttributes,$LDHH_numberOfLinesOfCode,$WCHU_fanOut,$WCHU_lcom,$ck_oo_cbo,$WCHU_rfc,$ck_oo_numberOfAttributes,$numberOfHighPriorityBugsFoundUntil:,$ck_oo_numberOfPrivateAttributes,$numberOfMajorBugsFoundUntil:,$WCHU_numberOfPublicMethods,$LDHH_dit,$WCHU_cbo,$CvsLinEntropy,$WCHU_numberOfMethodsInherited,$numberOfBugsFoundUntil:,$LDHH_fanOut,$LDHH_numberOfMethodsInherited,$LDHH_rfc,$ck_oo_numberOfMethodsInherited,$ck_oo_numberOfPublicMethods,$LDHH_cbo,$WCHU_numberOfLinesOfCode,$CvsExpEntropy,$LDHH_numberOfMethods,<$class
-0.47826,-0.55021,-0.33988,-0.50858,-0.04449,-0.25197,-0.55866,-0.4609,-0.33935,-0.34368,-1.27127,-0.04855,-0.4097,-0.58661,-0.03328,-0.24487,-0.1795,-0.66071,-0.36774,-0.47586,-0.64028,-0.16943,-0.24856,-0.59414,-0.78975,-0.68561,-0.25903,-0.84635,-0.17933,-0.21052,-0.15744,-0.25667,-0.38518,-0.30654,-0.6895,-0.52723,-0.19209,-0.80213,-0.65435,-0.49325,-0.55363,-0.64385,-0.09489,-0.17464,-0.69988,-0.32045,-0.49753,-0.20676,-0.57762,-1.22574,-0.71939,-0.36488,-0.58639,-0.70591,-0.57981,0.00667,-0.66011,-0.56561,-0.71094,-1.18599,-0.53849,0
-0.26531,-0.55021,-0.33988,-0.50858,-0.04449,-0.25197,-0.44039,-0.4609,-0.33935,-0.34368,-1.03909,-0.04855,-0.4097,-0.58661,-0.03328,-0.24487,-0.1795,-0.34228,-0.36774,-0.47586,-0.51541,-0.16943,-0.24856,-0.59414,0.60163,-0.13348,0.58934,0.15206,1.73821,-0.21052,-0.15744,-0.25667,-0.12895,-0.30654,-0.19816,-0.52723,-0.19209,-0.40596,-0.65435,-0.49325,0.12084,-0.64385,-0.04229,-0.17464,-0.69988,-0.32045,-0.49753,-0.20676,-0.57762,-0.85536,0.10542,-0.23803,-0.58639,0.56371,-0.57981,0.92029,0.44689,-0.56561,-0.46366,-0.65767,-0.53849,0
-0.47826,-0.29681,-0.33988,0.39973,-0.04449,-0.25197,-0.35352,-0.4609,-0.33935,-0.34368,0.23674,-0.04855,0.39971,-0.04617,-0.03328,-0.24487,-0.1795,-0.15122,0.04919,-0.47586,0.00436,-0.16943,-0.24856,0.40043,0.18422,-0.359,-0.25903,-0.62448,-0.81851,-0.13226,-0.15744,-0.25667,-0.36146,-0.30654,-0.30911,0.11284,-0.19209,0.43609,0.24456,-0.14625,-0.01406,0.18693,-0.00722,-0.17464,0.60814,-0.32045,-0.49753,-0.20676,-0.10963,-0.01667,-0.71939,0.14253,-0.1787,-0.70591,0.04134,-0.51285,-0.29111,-0.32971,0.46855,-0.21985,-0.29832,0
-0.47826,-0.55021,0.34617,0.03641,-0.04449,0.08268,-0.40271,-0.4609,0.46803,0.8223,0.44046,-0.04855,-0.4097,-0.58661,-0.03328,2.22081,-0.1795,-0.37412,-0.36774,0.39936,0.08589,-0.16943,-0.24856,-0.25523,-0.09406,-0.40566,-0.12851,0.04113,-0.17933,1.19815,-0.15744,-0.25667,-0.1764,-0.30654,-0.42005,-0.39173,0.08527,-0.03879,0.24456,-0.49325,0.99765,-0.08559,-0.02475,-0.17464,0.08493,1.00473,-0.49753,-0.20676,0.12782,0.1227,-0.31103,-0.11118,-0.21858,-0.29799,-0.35455,-0.29788,0.81589,-0.01941,0.01776,-0.07597,-0.53849,0
0.37356,-0.55021,-0.33988,-0.14526,-0.04449,-0.25197,-0.37039,-0.4609,-0.33935,-0.34368,-0.1972,-0.04855,-0.4097,-0.58661,-0.03328,-0.24487,-0.1795,-0.15122,-0.36774,-0.47586,-0.13216,-0.16943,-0.24856,-0.59414,0.74077,0.07649,0.58934,0.48487,1.73821,-0.21052,-0.15744,-0.25667,0.04187,-0.30654,0.30903,-0.52723,-0.19209,-0.80213,-0.65435,-0.49325,0.18828,-0.64385,-0.05982,-0.17464,-0.69988,-0.32045,-0.49753,-0.20676,-0.57762,-0.0609,0.10542,0.14253,-0.58639,0.56371,-0.57981,0.92029,0.63139,-0.56561,-0.71094,-0.09521,-0.53849,0
-0.05235,-0.55021,-0.33988,-0.50858,-0.04449,-0.25197,-0.53724,-0.4609,-0.33935,-0.34368,-1.00838,-0.04855,-0.4097,-0.58661,-0.03328,-0.24487,-0.1795,-0.53334,-0.36774,-0.47586,-0.49373,-0.16943,-0.24856,-0.59414,0.04508,-0.35122,-0.25903,-0.62448,-0.81851,-0.13226,-0.15744,-0.25667,-0.36146,-0.30654,-0.40421,-0.52723,-0.19209,-0.16661,-0.65435,-0.49325,-0.2164,-0.64385,-0.04229,-0.17464,0.08493,-0.32045,-0.49753,-0.20676,-0.57762,-0.76007,-0.71939,-0.49174,-0.58639,-0.70591,-0.57981,-0.51285,-0.66011,-0.56561,-0.48992,-0.46053,-0.53849,0
-0.47826,-0.55021,-0.33988,-0.32692,-0.04449,-0.25197,-0.55572,-0.4609,-0.33935,-0.34368,-0.8224,-0.04855,-0.4097,-0.58661,-0.03328,-0.24487,-0.1795,-0.59702,-0.36774,-0.47586,-0.40687,-0.16943,-0.24856,-0.59414,-0.78975,-0.63895,-0.25903,-0.95728,-0.81851,-0.28878,-0.15744,-0.25667,-0.38993,-0.30654,-0.6895,-0.52723,-0.19209,-0.80213,-0.65435,-0.49325,-0.62108,-0.64385,-0.09489,-0.17464,-0.69988,-0.32045,-0.49753,-0.20676,-0.57762,-0.57094,-0.71939,-0.36488,-0.58639,-0.70591,-0.57981,-0.51285,-0.84461,-0.56561,-0.71094,-0.32026,-0.53849,0
2.92904,1.34632,-0.03421,1.85303,-0.04449,1.08993,2.42863,1.26652,0.19537,1.05997,2.80972,-0.04855,5.31226,2.71492,-0.03328,-0.24487,-0.1795,2.17333,2.8422,3.02502,1.00248,-0.16943,0.33895,2.54793,2.82786,2.59609,-0.12851,2.59262,1.73821,-0.13226,-0.15744,-0.25667,2.11547,0.37785,3.03519,1.02325,0.31089,1.79552,3.46822,2.87004,1.26744,3.94658,-0.04229,-0.17464,-0.17667,1.00473,1.86488,-0.20676,1.80152,1.33791,1.45178,1.41107,1.7313,1.88389,2.05801,0.79489,0.63139,0.85129,3.58907,0.1299,1.21699,0
2.92904,-0.55021,-0.33988,-0.14526,-0.04449,-0.25197,-0.31835,-0.4609,-0.33935,-0.34368,0.07502,-0.04855,-0.4097,-0.58661,0.00207,-0.24487,-0.1795,3.60628,-0.36774,-0.47586,-0.04378,-0.16943,0.34013,-0.59414,0.87991,1.99729,0.06726,1.03954,0.45985,-0.21052,-0.15744,-0.25667,0.42148,1.06902,3.57408,-0.52723,-0.19209,0.10009,-0.65435,-0.49325,0.25573,-0.37133,-0.04229,-0.17464,-0.43828,-0.32045,-0.49753,-0.20676,-0.57762,-0.03932,0.5259,-0.11118,-0.58639,0.2906,-0.31988,0.65158,-0.66011,-0.56561,0.01558,-0.28778,-0.53849,1
-0.26531,-0.55021,-0.33988,0.21807,-0.04449,-0.25197,-0.39936,-0.4609,-0.33935,-0.34368,0.55996,-0.04855,-0.4097,-0.58661,-0.03328,-0.24487,-0.1795,-0.34228,-0.36774,-0.47586,0.07827,-0.16943,-0.24856,-0.27106,-0.37234,-0.31234,-0.25903,-0.51354,-0.81851,-0.28878,-0.15744,-0.25667,-0.34248,-0.30654,-0.24571,-0.39777,-0.19209,0.00508,-0.20711,-0.49325,-0.41874,0.16576,-0.07736,-0.17464,-0.43828,-0.32045,-0.49753,-0.20676,-0.34478,-0.1447,-0.31103,0.01568,-0.42735,-0.29799,-0.21109,-0.40536,-0.29111,-0.4509,-0.026,-0.44595,-0.53849,0
0.58652,0.81539,5.31923,-0.32692,-0.04449,1.08993,0.68053,1.7647,5.40231,0.82531,1.51352,-0.04855,-0.4097,1.62332,-0.01561,0.16608,-0.1795,0.96329,-0.36774,2.15847,0.48387,0.84534,-0.24856,1.74024,-0.65062,0.76082,-0.25903,0.9286,-0.81851,4.87635,0.31814,-0.25667,0.33607,-0.30654,0.21393,0.6055,0.42307,0.30497,0.68737,1.6355,3.89788,1.0468,0.04539,-0.17464,0.86974,-0.32045,2.72252,-0.20676,4.42503,0.55853,0.53803,0.14253,0.32695,0.34612,0.43867,-0.40536,1.36939,4.19477,1.67869,-0.16787,0.8461,0
-0.47826,-0.35378,-0.20116,-0.50858,-0.04449,-0.25197,-0.46974,-0.16211,-0.07199,-0.34368,0.06241,-0.04855,-0.4097,-0.04082,-0.03328,-0.24487,-0.1795,-0.40596,-0.36774,-0.47586,-0.10149,-0.16943,-0.24856,-0.26473,-0.37234,-0.48342,-0.25903,-0.18074,-0.81851,-0.13226,-0.15744,-0.25667,-0.25707,-0.30654,-0.35666,-0.41607,-0.19209,-0.71844,0.6918,-0.11622,-0.28385,-0.09088,-0.05982,-0.17464,-0.17667,-0.32045,0.29773,-0.20676,0.35605,-0.33158,-0.71939,-0.49174,-0.11331,-0.70591,-0.37772,-0.51285,0.44689,-0.15156,-0.47023,-0.44881,-0.36522,0
-0.05235,0.66859,-0.33988,0.21807,-0.04449,0.08599,0.02119,-0.4609,-0.33935,0.3315,0.33645,-0.04855,2.02654,1.04007,-0.03328,-0.24487,-0.1795,-0.37412,1.18565,0.40802,0.08642,-0.16943,-0.24856,0.39092,0.04508,-0.20347,-0.25903,-0.51354,-0.81851,-0.21052,-0.15744,6.41757,-0.34248,-0.30654,-0.30911,0.16877,0.01291,0.85146,1.14347,0.56445,-0.14895,0.48854,-0.04229,-0.17464,0.08493,-0.32045,-0.49753,6.08343,0.35836,0.279,0.1135,0.26938,1.11458,-0.01968,0.3615,-0.51285,-0.47561,0.43143,1.00031,-0.02461,0.64879,0
-0.47826,-0.55021,-0.33988,-0.32692,-0.04449,-0.25197,-0.55656,-0.4609,-0.33935,-0.34368,-1.00685,-0.04855,-0.4097,-0.58661,-0.03328,-0.24487,-0.1795,-0.50149,-0.36774,-0.47586,-0.49562,-0.16943,-0.24856,-0.59414,0.04508,-0.57674,-0.25903,-0.18074,-0.81851,-0.21052,-0.15744,-0.25667,-0.25707,-0.30654,-0.51515,-0.52723,-0.19209,-0.80213,-0.65435,-0.49325,-0.14895,-0.64385,-0.07736,-0.17464,-0.43828,-0.32045,-0.49753,-0.20676,-0.57762,-0.78212,-0.71939,-0.36488,-0.58639,-0.70591,-0.57981,-0.27996,0.44689,-0.56561,-0.71094,-0.52414,-0.53849,0
-0.47826,1.57946,-0.33988,1.67137,-0.04449,0.41732,1.15142,3.17288,-0.33935,0.64223,0.89219,-0.04855,-0.4097,1.57517,-0.03328,-0.24487,-0.1795,-0.37412,-0.36774,1.27458,0.31597,-0.16943,-0.05065,1.0149,0.18422,0.19314,-0.25903,-0.18074,1.09903,-0.21052,-0.15744,-0.25667,-0.25707,0.37785,-0.08721,0.80074,0.05496,1.58885,1.59513,0.91479,-0.0815,1.52834,-0.00722,-0.17464,0.60814,-0.32045,2.65235,-0.20676,0.59351,0.6385,2.19572,1.91848,1.54172,1.97385,1.31144,0.06041,0.44689,0.53842,1.845,0.03377,1.4772,0
-0.47826,3.73185,2.36128,-0.14526,-0.04449,0.08268,1.42242,6.26588,-0.07199,9.73414,-0.88811,-0.04855,-0.4097,-0.04617,-0.03328,-0.24487,2.50764,-0.02385,-0.36774,0.39936,-0.27273,-0.16943,-0.24856,-0.25206,0.04508,-0.17236,-0.25903,-0.62448,-0.81851,-0.054,-0.15744,-0.25667,-0.36146,-0.30654,-0.16646,2.23124,3.50664,0.98081,-0.20268,-0.14625,-0.01406,-0.35017,-0.04229,-0.17464,0.08493,2.3299,0.28994,-0.20676,-0.34017,0.95977,-0.71939,-0.11118,5.13123,-0.70591,2.04459,-0.40536,-0.47561,2.33772,-0.44397,1.91483,3.44819,0
-0.47826,0.06286,-0.33988,-0.50858,-0.04449,-0.25197,-0.44767,0.45535,-0.33935,-0.34368,-0.28689,-0.04855,-0.4097,1.06148,-0.03328,-0.24487,-0.1795,-0.43781,-0.36774,-0.47586,-0.22419,-0.16943,-0.24856,0.38142,0.32336,-0.53008,-0.25903,0.04113,-0.81851,-0.21052,-0.15744,-0.25667,-0.1764,-0.30654,-0.45175,-0.17733,-0.19209,-0.55896,0.70951,0.65454,-0.01406,0.19222,-0.07736,-0.17464,-0.43828,-0.32045,1.90387,-0.20676,0.13243,-0.45822,0.93426,-0.49174,0.01771,0.13992,-0.25821,-0.24413,0.81589,-0.17997,-0.00193,-0.51206,0.07473,0
-0.47826,-0.2678,-0.19186,-0.32692,-0.04449,0.08268,-0.47308,-0.00249,-0.07199,0.02163,-0.6012,-0.04855,-0.4097,-0.04082,-0.03328,-0.24487,-0.1795,-0.46965,-0.36774,0.39936,-0.34094,-0.16943,-0.24856,-0.2679,-0.37234,-0.56119,-0.25903,-0.29168,0.45985,-0.13226,-0.15744,-0.25667,-0.29028,-0.30654,-0.531,-0.38517,-0.07531,-0.69733,-0.20711,-0.12289,-0.28385,-0.36869,-0.04229,-0.17464,0.08493,-0.32045,0.29773,-0.20676,-0.57762,-0.59077,0.10542,-0.36488,-0.33673,-0.0338,-0.46031,0.09624,0.26239,-0.56561,-0.47023,-0.51505,-0.2752,0
-0.26531,-0.55021,-0.33988,-0.50858,-0.04449,-0.25197,-0.55866,-0.4609,-0.33935,-0.34368,-1.27127,-0.04855,-0.4097,-0.58661,-0.03328,-0.24487,-0.1795,-0.53334,-0.36774,-0.47586,-0.64028,-0.16943,-0.24856,-0.59414,-0.92889,-0.6234,-0.25903,-0.84635,-0.81851,-0.21052,-0.15744,-0.25667,-0.38518,-0.30654,-0.531,-0.52723,-0.19209,-0.80213,-0.65435,-0.49325,-0.62108,-0.64385,-0.09489,-0.17464,-0.69988,-0.32045,-0.49753,-0.20676,-0.57762,-1.22574,-0.71939,-0.36488,-0.58639,-0.70591,-0.57981,-0.40536,-0.84461,-0.56561,-0.71094,-1.18599,-0.53849,0
-0.47826,-0.55021,0.59108,-0.50858,-0.04449,0.08268,-0.51664,-0.4609,0.73009,0.01518,-0.12228,-0.04855,-0.4097,-0.58661,-0.03328,3.45364,-0.1795,-0.53334,-0.36774,0.39936,-0.16924,2.87487,-0.24856,-0.59414,-0.92889,-0.60007,-0.25903,-0.40261,-0.81851,0.41555,0.65774,-0.25667,-0.31875,-0.30654,-0.6261,-0.52723,-0.04865,-0.16661,-0.20711,-0.49325,-0.0815,-0.37662,-0.04229,-0.17464,0.08493,-0.32045,-0.49753,-0.20676,0.58659,-0.40597,-0.71939,-0.49174,-0.365,-0.70591,-0.45121,-0.47702,0.07789,0.29143,-0.48992,-0.45097,-0.53849,0
-0.47826,-0.55021,-0.06674,-0.32692,-0.04449,-0.25197,-0.50831,-0.17518,0.19537,-0.34368,-0.16715,-0.04855,-0.4097,-0.04617,-0.03328,4.27553,-0.1795,-0.75624,-0.36774,-0.47586,-0.18184,6.94398,-0.24856,-0.59414,-0.92889,-0.76338,-0.25903,-0.95728,-0.17933,-0.13226,4.90031,-0.25667,-0.38993,-0.30654,-0.73705,-0.52723,-0.19209,-0.80213,-0.65435,-0.49325,-0.55363,-0.37662,-0.09489,-0.17464,-0.69988,-0.32045,0.28994,-0.20676,-0.11194,-0.40541,-0.31103,-0.36488,-0.58639,-0.29799,-0.48651,-0.35162,-0.84461,-0.32714,-0.71094,-0.44796,-0.36923,0
-0.05235,1.51934,0.67852,0.21807,-0.04449,0.41732,1.05864,2.31513,-0.07199,2.53367,0.99699,-0.04855,1.21714,0.50498,-0.03328,-0.24487,-0.1795,-0.34228,2.89378,1.27458,0.48628,-0.16943,-0.24856,0.37509,-0.65062,-0.18014,-0.25903,-0.06981,-0.81851,-0.28878,-0.15744,-0.25667,-0.21911,-0.30654,-0.15061,2.93053,0.83625,2.47161,0.69623,0.27416,-0.55363,0.73725,-0.02475,-0.17464,0.34653,-0.32045,0.29773,-0.20676,0.35836,2.19338,-0.71939,0.01568,0.75232,-0.70591,1.13778,-0.51285,-0.29111,1.04242,0.56922,2.9131,1.73957,0
0.79948,0.97268,-0.33988,0.58139,-0.04449,0.08268,0.65735,0.89388,-0.33935,0.27434,1.71567,-0.04855,2.87602,1.63938,-0.03328,-0.24487,-0.1795,-0.15122,2.04929,0.39936,0.58673,-0.16943,0.33895,0.78368,1.57561,0.34089,-0.25903,0.48487,0.45985,-0.21052,-0.15744,-0.25667,0.04187,0.37785,0.49923,0.3098,0.03798,1.4618,1.21432,1.28182,0.59297,2.31942,-0.04229,-0.17464,0.08493,-0.32045,1.1086,-0.20676,0.39525,0.82856,0.50973,0.39624,0.59681,0.56569,1.46961,-0.13665,0.26239,0.07298,1.85156,0.13589,0.93767,0
-0.47826,-0.07031,0.52344,-0.32692,-0.04449,0.75197,-0.19293,0.00944,1.2754,1.40336,0.59372,-0.04855,-0.4097,0.50498,-0.03328,4.27553,-0.1795,-0.43781,-0.36774,2.1498,0.14223,5.94931,-0.24856,0.38776,-0.37234,-0.53008,-0.25903,-0.18074,-0.17933,0.41555,2.30693,-0.25667,-0.25707,-0.30654,-0.4676,-0.13849,0.27868,-0.60296,0.24456,0.27083,0.18828,0.18163,-0.05982,-0.17464,-0.17667,-0.32045,0.28994,-0.20676,1.06611,0.18506,0.50569,-0.36488,-0.23878,0.09581,-0.22131,-0.31579,-0.10661,0.32119,-0.23389,-0.07428,-0.08775,0
1.01243,1.37254,-0.33988,0.21807,-0.04449,-0.25197,0.64217,2.05553,-0.33935,-0.34368,-0.4061,-0.04855,0.40773,-0.04082,-0.03328,-0.24487,-0.1795,1.79122,1.4792,-0.47586,0.14088,-0.16943,-0.24856,0.40993,0.32336,1.50737,-0.25903,0.5958,-0.81851,-0.21052,-0.15744,-0.25667,0.1083,-0.30654,0.84792,4.82642,-0.19209,3.91942,-0.19825,-0.0695,-0.0815,-0.04855,-0.05982,-0.17464,-0.69988,1.00473,0.28994,-0.20676,-0.34017,2.93895,-0.71939,0.26938,1.13881,-0.70591,3.31262,-0.40536,-0.47561,0.35216,0.08998,4.30624,1.22963,0
0.16061,0.71053,-0.1614,0.03641,-0.04449,0.79505,0.71754,1.50339,-0.07199,0.67102,0.61714,-0.04855,0.41574,1.10963,-0.03328,-0.24487,-0.1795,1.88675,0.03696,1.32657,0.15167,-0.16943,0.1795,0.59047,-0.2332,0.55863,0.06726,1.37234,0.45985,-0.13226,-0.15744,-0.25667,0.70618,1.0758,0.61018,0.13908,0.36865,0.43101,2.03794,1.24511,-0.2164,0.34567,0.22074,-0.17464,1.91616,-0.32045,1.95065,-0.20676,0.82635,0.17168,1.37092,0.01568,2.42931,0.98477,0.01226,0.27538,2.4764,1.12913,0.78148,-0.23189,0.6491,0
0.37356,2.88564,-0.33988,0.94472,-0.04449,0.09924,2.18495,1.16541,-0.33935,-0.34368,2.93092,-0.04855,2.02654,2.66676,-0.03328,-0.24487,-0.1795,0.80408,1.47335,-0.47586,1.23747,-0.16943,0.33895,2.72847,2.82786,1.25074,-0.12851,1.03954,1.73821,-0.13226,-0.15744,-0.25667,0.42148,0.37785,1.38681,2.74755,-0.04865,2.87731,2.99442,1.99251,1.26744,2.81948,-0.07736,-0.17464,-0.43828,-0.32045,1.07741,-0.20676,1.322,2.96883,1.45178,1.28422,2.2117,1.88389,1.95656,0.77698,0.26239,1.8417,3.27396,2.6164,3.10412,0
-0.47826,-0.55021,-0.33988,-0.32692,-0.04449,-0.25197,-0.52222,-0.4609,-0.33935,-0.34368,-0.60199,-0.04855,-0.4097,-0.58661,-0.03328,-0.24487,-0.1795,-0.62887,-0.36774,-0.47586,-0.33889,-0.16943,-0.24856,-0.59414,0.32336,-0.61562,-0.06325,-0.84635,-0.17933,-0.13226,-0.15744,-0.25667,-0.38518,-0.30654,-0.4993,-0.52723,-0.19209,-0.80213,-0.65435,-0.49325,0.05339,-0.64385,-0.07736,-0.17464,-0.43828,-0.32045,-0.49753,-0.20676,-0.57762,-0.56905,-0.71939,-0.36488,-0.58639,-0.70591,-0.57981,-0.38745,-0.84461,-0.56561,-0.71094,-0.45161,-0.53849,0
-0.47826,-0.55021,-0.33988,-0.32692,-0.04449,-0.25197,-0.5032,-0.4609,-0.33935,-0.34368,-0.07431,-0.04855,-0.4097,-0.58661,-0.03328,-0.24487,-0.1795,-0.56518,-0.36774,-0.47586,-0.15334,-0.16943,-0.24856,-0.59414,-0.92889,-0.6234,-0.25903,-0.29168,-0.17933,-0.13226,-0.15744,-0.25667,-0.29028,-0.30654,-0.64195,-0.52723,-0.19209,-0.80213,-0.65435,-0.49325,-0.55363,-0.64385,-0.04229,-0.17464,0.08493,-0.32045,-0.49753,-0.20676,-0.57762,-0.39425,1.75906,-0.36488,-0.58639,1.00113,-0.57981,0.50827,0.26239,-0.56561,-0.71094,-0.45108,-0.53849,0
-0.05235,-0.39363,1.82686,0.21807,-0.04449,-0.25197,-0.15228,0.42411,2.60692,-0.34368,0.55642,-0.04855,1.20912,-0.04617,-0.03328,-0.24487,-0.1795,-0.08753,0.39593,-0.47586,0.14442,-0.16943,1.26872,0.70133,-0.65062,-0.10237,1.56822,-0.06981,-0.81851,0.25904,-0.15744,-0.25667,-0.21911,2.52591,-0.18231,0.56977,-0.19209,-0.03345,0.24013,-0.1329,-0.0815,0.2028,-0.04229,-0.17464,0.08493,-0.32045,1.86488,-0.20676,2.45394,0.30515,0.09733,0.14253,0.4971,-0.12946,0.20685,-0.35162,0.26239,1.85523,0.22784,0.30975,-0.37201,0
-0.26531,-0.55021,0.65632,-0.14526,-0.04449,-0.25197,-0.48162,-0.4609,0.73274,-0.34368,0.15324,-0.04855,-0.4097,-0.58661,-0.03328,-0.24487,5.19478,-0.24675,-0.36774,-0.47586,-0.03388,-0.16943,-0.24856,-0.59414,0.04508,-0.23457,-0.25903,-0.51354,-0.81851,0.80685,-0.15744,-0.25667,-0.34248,-0.30654,-0.34081,-0.52723,-0.19209,-0.22575,-0.65435,-0.49325,0.72786,-0.64385,-0.04229,2.54871,-0.43828,2.3299,-0.49753,-0.20676,0.35605,-0.10683,-0.31103,-0.23803,-0.58639,-0.29799,-0.57981,-0.40536,-0.29111,0.28291,-0.48773,-0.33033,-0.53849,1
-0.47826,0.24985,-0.33988,-0.50858,-0.04449,-0.25197,-0.16417,0.6803,-0.33935,-0.34368,-0.6147,-0.04855,-0.4097,-0.01406,-0.03328,-0.24487,-0.1795,-0.46965,-0.36774,-0.47586,-0.31054,-0.16943,1.67725,-0.25523,-0.65062,-0.53008,6.91946,-0.06981,2.37739,-0.21052,-0.15744,3.08045,-0.21911,1.89572,-0.48345,-0.11674,-0.19209,-0.21189,-0.20268,0.12068,-0.48619,-0.10676,-0.07736,-0.17464,-0.43828,-0.32045,0.33672,6.35444,-0.34247,-0.3687,1.66607,-0.36488,0.02376,2.13048,0.15573,6.86784,0.63139,-0.23015,-0.19669,-0.19419,0.18787,0
-0.47826,-0.55021,-0.33988,0.58139,-0.04449,-0.25197,-0.23193,-0.4609,-0.33935,-0.34368,0.50883,-0.04855,-0.4097,-0.58661,-0.03328,-0.24487,-0.1795,-0.50149,-0.36774,-0.47586,0.15881,-0.16943,-0.24856,-0.27423,-0.2332,-0.359,-0.25903,-0.84635,-0.81851,-0.28878,-0.15744,-0.25667,-0.38518,-0.30654,-0.45175,-0.29126,-0.19209,0.00432,0.24013,-0.49325,-0.35129,-0.10676,-0.09489,-0.17464,-0.69988,3.65508,-0.49753,-0.20676,-0.11194,0.39628,-0.71939,0.26938,0.38476,-0.70591,-0.14047,-0.51285,-1.02911,-0.08772,-0.26453,-0.0106,-0.53849,1
-0.47826,-0.55021,2.03099,0.39973,-0.04449,-0.25197,-0.40962,-0.4609,0.46273,-0.34368,0.35239,-0.04855,-0.4097,-0.58661,-0.03328,-0.24487,5.19478,0.03984,-0.36774,-0.47586,0.0161,-0.16943,0.03721,0.37192,0.18422,0.06093,-0.06325,0.70674,2.37739,0.02426,-0.15744,3.08045,0.17948,0.37785,0.02374,0.38783,-0.19209,-0.01806,-0.20711,-0.49325,0.12084,0.43034,-0.02475,2.54871,0.34653,2.3299,-0.49753,2.59744,0.35375,-0.1673,0.51782,0.26938,-0.26958,0.5367,0.42269,1.02778,1.55389,1.35732,-0.02163,-0.48377,-0.53849,1
-0.47826,-0.26395,-0.17809,0.58139,-0.04449,0.42395,-0.09584,-0.06214,-0.07199,-0.01963,0.20539,-0.04855,-0.4097,-0.03547,-0.03328,-0.24487,-0.1795,-0.34228,-0.36774,0.40802,-0.05011,-0.16943,0.21795,-0.27423,-0.51148,-0.2268,0.19778,-0.06981,-0.17933,-0.21052,-0.15744,-0.25667,-0.21911,1.19777,-0.32496,-0.37982,0.00942,-0.6284,0.68737,-0.08952,-0.41874,-0.09882,-0.05982,-0.17464,-0.17667,1.00473,0.28994,-0.20676,-0.11194,-0.27923,0.12159,0.26938,-0.04111,-0.41595,-0.35072,-0.15456,-0.66011,-0.38625,-0.24921,-0.44811,-0.28507,1
-0.47826,-0.55021,0.27233,-0.50858,-0.04449,-0.25197,-0.45746,-0.4609,0.46538,-0.34368,-0.57372,-0.04855,-0.4097,-0.58661,-0.03328,-0.24487,-0.1795,-0.56518,-0.36774,-0.47586,-0.31355,-0.16943,-0.24856,-0.59414,-0.37234,-0.42899,-0.25903,-0.40261,-0.81851,0.57207,-0.15744,-0.25667,-0.31875,-0.30654,-0.4676,-0.52723,-0.19209,-0.80213,-0.65435,-0.49325,0.32318,-0.64385,-0.05982,-0.17464,-0.17667,-0.32045,-0.49753,-0.20676,0.12321,-0.47247,-0.71939,-0.49174,-0.58639,-0.70591,-0.57981,-0.51285,0.07789,-0.05891,-0.71094,-0.38811,-0.53849,0
-0.26531,-0.55021,-0.33988,-0.32692,-0.04449,-0.25197,-0.55532,-0.4609,-0.33935,-0.34368,-1.00838,-0.04855,-0.4097,-0.58661,-0.03328,-0.24487,-0.1795,-0.46965,-0.36774,-0.47586,-0.49373,-0.16943,-0.24856,-0.59414,-0.2332,-0.47565,-0.25903,-0.40261,-0.81851,-0.21052,-0.15744,-0.25667,-0.31875,-0.30654,-0.4676,-0.52723,-0.19209,-0.80213,-0.65435,-0.49325,-0.35129,-0.64385,-0.04229,-0.17464,-0.17667,-0.32045,-0.49753,-0.20676,-0.57762,-0.76007,-0.71939,-0.36488,-0.58639,-0.70591,-0.57981,-0.51285,-0.29111,-0.56561,-0.71094,-0.46053,-0.53849,0
