$ck_oo_numberOfPrivateMethods,$LDHH_lcom,$LDHH_fanIn,$numberOfNonTrivialBugsFoundUntil:,$WCHU_numberOfPublicAttributes,$WCHU_numberOfAttributes,$CvsWEntropy,$LDHH_numberOfPublicMethods,$WCHU_fanIn,$LDHH_numberOfPrivateAttributes,$CvsEntropy,$LDHH_numberOfPublicAttributes,$WCHU_numberOfPrivateMethods,$WCHU_numberOfMethods,$ck_oo_numberOfPublicAttributes,$ck_oo_noc,$numberOfCriticalBugsFoundUntil:,$ck_oo_wmc,$LDHH_numberOfPrivateMethods,$WCHU_numberOfPrivateAttributes,$CvsLogEntropy,$WCHU_noc,$LDHH_numberOfAttributesInherited,$WCHU_wmc,$ck_oo_fanOut,$ck_oo_numberOfLinesOfCode,$ck_oo_numberOfAttributesInherited,$ck_oo_numberOfMethods,$ck_oo_dit,$ck_oo_fanIn,$LDHH_noc,$WCHU_dit,$ck_oo_lcom,$WCHU_numberOfAttributesInherited,$ck_oo_rfc,$LDHH_wmc,$LDHH_numberOfAttributes,$LDHH_numberOfLinesOfCode,$WCHU_fanOut,$WCHU_lcom,$ck_oo_cbo,$WCHU_rfc,$ck_oo_numberOfAttributes,$numberOfHighPriorityBugsFoundUntil:,$ck_oo_numberOfPrivateAttributes,$numberOfMajorBugsFoundUntil:,$WCHU_numberOfPublicMethods,$LDHH_dit,$WCHU_cbo,$CvsLinEntropy,$WCHU_numberOfMethodsInherited,$numberOfBugsFoundUntil:,$LDHH_fanOut,$LDHH_numberOfMethodsInherited,$LDHH_rfc,$ck_oo_numberOfMethodsInherited,$ck_oo_numberOfPublicMethods,$LDHH_cbo,$WCHU_numberOfLinesOfCode,$CvsExpEntropy,$LDHH_numberOfMethods,<$class
-0.30875,-0.34814,-0.39201,-0.50064,-0.24087,-0.33684,-0.22415,-0.30763,-0.34951,-0.26441,0.02184,-0.15762,-0.19321,-0.39506,-0.4063,-0.24392,,-0.45341,-0.15525,-0.30686,-0.2372,-0.22104,-0.22948,-0.41799,-0.73221,-0.42594,-0.28943,-0.72176,-0.89231,-0.26926,-0.18333,-0.26105,-0.1825,-0.25149,-0.56251,-0.40694,-0.28721,-0.51475,-0.58003,-0.19695,-0.46001,-0.44863,-0.66719,,-0.5316,,-0.40445,-0.19591,-0.49375,-0.68136,0.16703,-0.50064,-0.44511,-0.06226,-0.49473,-0.78854,-0.70363,-0.50277,-0.40489,-0.83624,-0.34682,0
3.18106,-0.34814,-0.39201,-0.50064,-0.24087,-0.33684,-0.31943,-0.30763,-0.34951,-0.26441,-0.91046,-0.15762,-0.19321,-0.39506,-0.4063,-0.24392,,1.56546,-0.15525,-0.30686,-0.41102,-0.22104,-0.22948,-0.41799,-0.26888,0.76523,-0.28943,1.19084,-0.89231,-0.26926,-0.18333,-0.26105,0.2587,-0.25149,1.9638,-0.40694,-0.28721,-0.51475,0.13002,-0.19695,-0.32341,-0.44863,0.02009,,0.48314,,-0.40445,-0.19591,-0.24746,-0.87778,0.16703,-0.50064,-0.29453,-0.06226,-0.49473,-0.78854,-0.51749,-0.44445,-0.40489,-0.85368,-0.34682,0
-0.30875,-0.34814,-0.34022,-0.09697,-0.24087,-0.33684,-0.24944,-0.30763,-0.09009,-0.26441,-0.32084,-0.15762,-0.19321,-0.39506,-0.4063,-0.24392,,-0.33347,-0.15525,-0.30686,-0.29246,-0.22104,-0.22948,-0.41799,-0.26888,-0.32563,0.65753,-0.60926,2.58468,-0.19583,-0.18333,3.65785,-0.17962,-0.25149,-0.43709,-0.40694,-0.28721,-0.4668,-0.58003,-0.19695,-0.25511,-0.05229,-0.66719,,-0.5316,,-0.40445,3.66089,-0.24746,-0.71064,0.65926,-0.09697,-0.44511,0.22253,-0.44362,0.45202,-0.88977,-0.45023,-0.09646,-0.81124,-0.34682,0
-0.30875,-0.34814,-0.39201,0.10486,-0.24087,-0.33684,0.3316,-0.30763,-0.34951,-0.26441,0.89686,-0.15762,-0.19321,-0.39506,-0.04911,-0.24392,,-0.39344,-0.15525,-0.30686,0.23868,-0.22104,-0.22948,0.03311,0.65778,-0.30891,-0.28943,-0.60926,-0.89231,-0.26926,-0.18333,-0.26105,-0.17962,-0.25149,-0.32959,-0.31702,-0.28721,0.97586,2.2672,-0.19695,-0.05021,-0.04444,-0.52973,,-0.5316,,-0.40445,-0.19591,0.49385,1.84244,0.16703,0.10486,2.46584,-0.06226,-0.4083,-0.71962,-0.51749,0.42723,0.21496,1.7718,-0.34682,0
-0.07609,-0.34814,-0.39201,-0.09697,-0.24087,-0.33684,-0.30541,-0.30763,-0.34951,-0.26441,-0.5153,-0.15762,-0.19321,-0.39506,-0.04911,-0.24392,,-0.13359,-0.15525,-0.30686,-0.32347,-0.22104,-0.22948,-0.41799,1.35278,-0.13755,0.08935,-0.04673,0.26669,-0.34268,-0.18333,-0.26105,-0.12195,-0.25149,0.13626,-0.40694,-0.28721,-0.51475,0.13002,-0.19695,0.08639,-0.05229,0.295,,0.28019,,-0.40445,-0.19591,-0.24746,-0.71899,-0.81256,-0.09697,-0.13203,-0.75411,-0.32896,1.27906,0.22709,-0.39916,-0.40489,-0.75543,-0.34682,0
-0.30875,-0.34814,-0.39201,0.10486,-0.24087,-0.33684,-0.29646,-0.30763,-0.34951,-0.26441,-0.032,-0.15762,-0.19321,-0.39506,-0.4063,-0.24392,,-0.31348,-0.15525,-0.30686,-0.21046,-0.22104,-0.22948,-0.41799,-0.03721,-0.26294,-0.28943,-0.27174,1.42568,-0.26926,-0.18333,-0.26105,-0.15367,-0.25149,-0.36542,-0.40694,-0.28721,-0.51475,-0.58003,-0.19695,-0.25511,-0.05229,-0.52973,,-0.32865,,-0.40445,-0.19591,-0.49375,-0.48354,-0.31546,0.10486,-0.44511,-0.26187,-0.28979,0.7277,0.04095,-0.50277,-0.40489,-0.53465,-0.34682,0
-0.30875,-0.34814,-0.39201,-0.29881,-0.24087,-0.33684,-0.30111,-0.30763,-0.34951,-0.26441,-0.25785,-0.15762,-0.19321,-0.39506,-0.4063,-0.24392,,-0.43342,-0.15525,-0.30686,-0.08443,-0.22104,2.52853,-0.41799,-0.26888,-0.40504,0.27874,-0.72176,1.42568,-0.34268,-0.18333,-0.26105,-0.1825,2.47503,-0.47292,-0.40694,-0.28721,-0.51475,-0.58003,-0.19695,-0.39171,-0.44863,-0.66719,,-0.5316,,-0.40445,-0.19591,-0.49375,0.7282,2.64769,-0.29881,-0.44511,1.55804,-0.49473,0.58986,-0.70363,-0.50277,-0.40489,0.49264,-0.34682,0
-0.30875,-0.34814,-0.39201,-0.29881,-0.24087,-0.33684,-0.07938,-0.30763,-0.34951,-0.26441,0.10533,-0.15762,-0.19321,-0.39506,-0.4063,-0.24392,,-0.1136,-0.15525,-0.30686,0.01596,-0.22104,-0.22948,-0.41799,-0.73221,-0.18352,-0.28943,-0.15923,-0.89231,-0.19583,-0.18333,-0.26105,-0.13925,-0.25149,-0.38334,-0.40694,-0.28721,-0.51475,-0.58003,-0.19695,-0.39171,-0.44863,-0.66719,,-0.5316,,-0.40445,-0.19591,-0.49375,1.06128,0.16703,-0.29881,-0.44511,-0.06226,-0.49473,-0.78854,0.22709,-0.50277,-0.40489,1.09074,-0.34682,0
-0.30875,-0.34814,-0.39201,-0.29881,-0.24087,-0.33684,-0.31597,-0.30763,-0.34951,-0.26441,-0.60405,-0.15762,-0.19321,-0.39506,-0.4063,6.17374,,1.42554,-0.15525,-0.30686,-0.23507,-0.22104,-0.22948,-0.41799,-0.03721,0.83628,-0.28943,2.09088,-0.89231,1.19922,-0.18333,-0.26105,0.7547,-0.25149,0.76336,-0.40694,-0.28721,-0.51475,-0.58003,-0.19695,1.11089,-0.44863,0.15755,,-0.5316,,-0.40445,-0.19591,-0.49375,0.14265,-1.30967,-0.29881,-0.44511,-1.0563,-0.49473,-0.78854,-0.33134,-0.50277,-0.40489,0.38695,-0.34682,0
-0.30875,0.07565,2.15161,-0.29881,-0.24087,-0.33684,-0.26005,0.23504,0.96304,-0.26441,-0.2722,-0.15762,-0.19321,0.27681,-0.4063,5.16042,,-0.43342,-0.15525,-0.30686,-0.26818,9.83607,-0.22948,0.03757,-0.73221,-0.41758,-0.28943,-0.49675,-0.89231,0.90552,8.37347,-0.26105,-0.17385,-0.25149,-0.50876,-0.13532,-0.28721,-0.28011,0.13002,0.03251,0.63279,-0.04444,-0.66719,,-0.5316,,0.53444,-0.19591,0.75477,-0.59843,0.18165,-0.29881,-0.08455,-0.06226,-0.24553,-0.16826,-0.33134,1.81105,-0.08748,-0.5853,0.05512,0
-0.30875,-0.34814,-0.39201,-0.29881,-0.24087,-0.33684,-0.31728,-0.30763,-0.34951,-0.26441,-0.73086,-0.15762,-0.19321,-0.39506,-0.4063,0.43162,,-0.47339,-0.15525,-0.30686,-0.33718,-0.22104,-0.22948,-0.41799,-0.96388,-0.44266,-0.28943,-0.38425,-0.89231,-0.19583,-0.18333,-0.26105,-0.1652,-0.25149,-0.52667,-0.40694,-0.28721,-0.51475,-0.58003,-0.19695,-0.46001,-0.44863,-0.66719,,-0.5316,,-0.40445,-0.19591,-0.49375,-0.52071,-1.30967,-0.29881,-0.44511,-1.0563,-0.49473,-0.78854,-0.51749,-0.50277,-0.40489,-0.28316,-0.34682,0
-0.30875,-0.11925,-0.39201,-0.09697,-0.24087,-0.33684,-0.22821,0.12771,-0.34951,-0.26441,-0.38621,-0.15762,-0.19321,0.28346,0.30808,-0.24392,,-0.25352,-0.15525,-0.30686,-0.25782,-0.22104,-0.22948,0.03757,-0.26888,-0.25458,-0.28943,0.4033,0.26669,-0.26926,-0.18333,-0.26105,-0.0239,-0.25149,-0.07875,-0.14606,-0.28721,-0.29921,-0.58003,0.07076,-0.32341,-0.02089,-0.39228,,-0.5316,,0.54374,-0.19591,-0.49375,-0.38798,-1.30967,-0.09697,-0.44511,-1.0563,-0.27217,0.24526,1.15781,-0.50277,-0.06053,-0.06318,0.00654,0
-0.30875,1.48912,0.0305,0.30669,-0.24087,-0.33684,0.79214,2.50481,0.42877,-0.26441,1.09191,-0.15762,-0.19321,0.94868,-0.4063,-0.24392,,-0.05363,-0.15525,-0.30686,0.0611,-0.22104,-0.22948,0.4842,0.65778,0.1592,-0.28943,0.5158,1.42568,-0.04898,-0.18333,-0.26105,0.00782,-0.25149,0.01084,1.02375,-0.28721,0.97586,0.13002,0.30022,0.15469,0.35191,-0.39228,,-0.1257,,1.47333,-0.19591,-0.00117,0.37,0.6885,0.30669,-0.29453,1.0442,1.19726,1.62366,1.34395,-0.18449,0.2479,0.40496,1.49062,0
-0.30875,-0.34814,-0.39201,-0.29881,-0.24087,-0.33684,-0.31728,-0.30763,-0.34951,-0.26441,-0.73086,-0.15762,-0.19321,-0.39506,1.73685,-0.24392,,-0.43342,-0.15525,-0.30686,-0.33718,-0.22104,-0.22948,-0.41799,-0.50055,-0.4134,-0.28943,-0.60926,-0.89231,-0.26926,-0.18333,-0.26105,-0.17962,-0.25149,-0.52667,-0.40694,-0.28721,-0.51475,-0.58003,-0.19695,-0.39171,-0.44863,0.15755,,-0.5316,,-0.40445,-0.19591,-0.49375,-0.52071,-1.30967,-0.29881,-0.44511,-1.0563,-0.49473,-0.78854,-0.51749,-0.50277,-0.40489,-0.28316,-0.34682,0
-0.30875,-0.34814,-0.39201,0.10486,-0.24087,-0.33684,-0.30811,-0.30763,-0.34951,-0.26441,-0.07263,-0.15762,-0.19321,-0.39506,-0.4063,-0.24392,,-0.37345,-0.15525,-0.30686,-0.02648,-0.22104,-0.22948,-0.41799,-0.03721,-0.35071,-0.10004,-0.49675,1.42568,-0.26926,-0.18333,-0.26105,-0.17385,-0.25149,-0.41917,-0.40694,-0.28721,-0.51475,0.13002,-0.19695,-0.25511,-0.44863,-0.52973,,-0.32865,,-0.40445,-0.19591,-0.24746,0.9128,0.18165,0.10486,-0.10279,0.02301,-0.49473,0.24526,-0.33134,-0.35373,-0.40489,0.76592,-0.34682,0
-0.30875,-0.34814,-0.39201,-0.29881,-0.24087,-0.33684,-0.26203,-0.30763,-0.34951,-0.26441,-0.16549,-0.15762,-0.19321,-0.39506,-0.4063,-0.24392,,-0.41343,-0.15525,-0.30686,-0.25849,-0.22104,-0.22948,-0.41799,-0.26888,-0.40086,0.08935,-0.49675,0.26669,-0.34268,-0.18333,-0.26105,-0.17385,-0.25149,-0.49084,-0.40694,-0.28721,-0.51475,-0.58003,-0.19695,-0.39171,-0.44863,-0.66719,,-0.5316,,-0.40445,-0.19591,-0.49375,-0.65243,-0.32033,-0.29881,-0.44511,-0.58318,-0.49473,1.27906,-0.51749,-0.50277,-0.40489,-0.78801,-0.34682,0
3.18106,-0.34814,-0.39201,-0.29881,-0.24087,-0.33684,-0.31597,-0.30763,-0.34951,-0.26441,-0.60405,-0.15762,-0.19321,-0.39506,-0.4063,-0.24392,,2.94468,-0.15525,-0.30686,-0.23507,-0.22104,-0.22948,-0.41799,-0.73221,3.34819,0.84692,0.96582,0.26669,-0.34268,-0.18333,-0.26105,0.16354,-0.25149,1.87421,-0.40694,-0.28721,-0.51475,-0.58003,-0.19695,-0.52831,-0.44863,1.25719,,2.30966,,-0.40445,-0.19591,-0.49375,0.14265,-1.30967,-0.29881,-0.44511,-1.0563,-0.49473,1.00338,-0.70363,-0.50277,-0.40489,0.38695,-0.34682,0
0.15656,-0.34814,-0.39201,-0.09697,-0.24087,-0.33684,-0.28906,-0.30763,-0.34951,-0.26441,-0.07886,-0.15762,-0.19321,-0.39506,0.66528,-0.24392,,0.2462,-0.15525,-0.30686,-0.10101,-0.22104,-0.22948,0.03311,1.12112,0.15502,-0.28943,0.62831,0.26669,-0.19583,-0.18333,-0.26105,0.04243,-0.25149,0.44085,-0.29099,-0.28721,-0.42494,0.13705,-0.19695,0.15469,-0.44863,0.295,,-0.5316,,-0.40445,-0.19591,-0.24502,0.49974,-0.32033,-0.09697,0.09653,-0.27927,-0.49473,0.0385,1.15781,-0.28905,-0.09946,1.08795,-0.34682,0
-0.30875,-0.34814,4.14426,-0.50064,-0.24087,-0.33684,-0.30317,-0.30763,3.81674,-0.26441,-0.53841,-0.15762,-0.19321,-0.39506,-0.4063,1.78271,,-0.41343,-0.15525,-0.30686,-0.33819,0.7807,-0.22948,-0.41799,-0.73221,-0.4134,-0.28943,-0.15923,-0.89231,2.66769,0.23094,-0.26105,-0.13925,-0.25149,-0.43709,-0.40694,-0.28721,-0.51475,-0.58003,-0.19695,2.27198,-0.44863,-0.66719,,-0.5316,,-0.40445,-0.19591,3.46153,-0.78312,0.16703,-0.50064,-0.44511,-0.06226,-0.49473,-0.78854,0.22709,3.70104,-0.40489,-0.83919,-0.34682,0
-0.30875,-0.34814,-0.39201,-0.50064,-0.24087,-0.33684,-0.31943,-0.30763,-0.34951,-0.26441,-0.91046,-0.15762,-0.19321,-0.39506,-0.04911,0.09385,,-0.41343,-0.15525,-0.30686,-0.41102,-0.22104,-0.22948,-0.41799,-0.50055,-0.40922,-0.28943,-0.60926,-0.89231,-0.19583,-0.18333,-0.26105,-0.17962,-0.25149,-0.49084,-0.40694,-0.28721,-0.51475,-0.58003,-0.19695,-0.32341,-0.44863,-0.52973,,-0.5316,,-0.40445,-0.19591,-0.49375,-0.87778,-1.30967,-0.50064,-0.44511,-1.0563,-0.49473,-0.78854,-0.88977,-0.50277,-0.40489,-0.85368,-0.34682,0
-0.30875,-0.34814,0.29682,-0.50064,-0.24087,-0.33684,-0.2864,-0.30763,0.17191,-0.26441,-0.22291,-0.15762,-0.19321,-0.39506,-0.4063,-0.24392,,-0.43342,-0.15525,-0.30686,-0.28235,-0.22104,-0.22948,-0.41799,-0.96388,-0.42176,-0.28943,-0.49675,-0.89231,-0.04898,-0.18333,-0.26105,-0.17385,-0.25149,-0.54459,-0.40694,-0.28721,-0.51475,-0.58003,-0.19695,-0.32341,-0.44863,-0.66719,,-0.5316,,-0.40445,-0.19591,0.00127,-0.73017,0.16703,-0.50064,-0.44511,-0.06226,-0.49473,-0.6507,-0.33134,0.13361,-0.40489,-0.83828,-0.34682,0
-0.30875,-0.23311,1.95078,0.50853,-0.24087,1.24308,-0.02398,-0.14941,0.95276,-0.26441,1.16302,-0.15762,-0.19321,0.27681,-0.04911,2.79602,,-0.31348,-0.15525,-0.30686,0.00558,3.80577,-0.22948,0.4976,-0.26888,-0.32145,-0.28943,-0.49675,-0.89231,0.39156,0.82525,-0.26105,-0.17385,-0.25149,-0.38334,-0.05234,0.33057,-0.23321,0.13002,0.03476,0.29129,0.74041,-0.25482,,-0.5316,,0.53444,-0.19591,0.98887,-0.27141,0.16703,0.50853,-0.3216,-0.06226,-0.16268,-0.78854,-0.33134,1.65566,0.22993,-0.57978,-0.23265,1
-0.30875,-0.34814,-0.39201,-0.29881,-0.24087,-0.33684,-0.31442,-0.30763,-0.34951,-0.26441,-0.25785,-0.15762,-0.19321,-0.39506,1.73685,-0.24392,,-0.43342,-0.15525,-0.30686,-0.08443,-0.22104,-0.22948,-0.41799,-0.73221,-0.38832,-0.28943,-0.49675,-0.89231,-0.26926,-0.18333,-0.26105,-0.17385,-0.25149,-0.45501,-0.40694,-0.28721,-0.51475,-0.58003,-0.19695,-0.46001,-0.44863,0.15755,,-0.5316,,-0.40445,-0.19591,-0.49375,0.7282,0.16703,-0.29881,-0.44511,-0.06226,-0.49473,-0.78854,-0.33134,-0.50277,-0.40489,0.49264,-0.34682,0
-0.30875,-0.34814,-0.39201,-0.50064,-0.24087,0.45312,-0.28772,-0.30763,-0.34951,2.57876,-0.62531,-0.15762,-0.19321,-0.39506,-0.4063,-0.24392,,-0.27351,-0.15525,0.66364,-0.36312,-0.22104,-0.22948,0.03311,-0.03721,-0.32145,-0.10004,-0.38425,1.42568,-0.26926,-0.18333,-0.26105,-0.1652,-0.25149,-0.38334,0.93383,1.80212,-0.51475,0.84007,-0.19695,-0.25511,-0.03659,-0.39228,,-0.1257,,-0.40445,-0.19591,-0.00117,-0.83982,1.15149,-0.50064,2.1937,1.27392,1.11082,-0.3061,-0.1452,0.31636,-0.40489,-0.85357,-0.34682,0
-0.07609,-0.34814,-0.39201,-0.50064,-0.24087,-0.33684,-0.26541,-0.30763,-0.34951,-0.26441,-0.58613,-0.15762,-0.19321,-0.39506,-0.4063,-0.24392,,-0.41343,-0.15525,-0.30686,-0.35665,-0.22104,-0.22948,-0.41799,-0.96388,-0.40922,-0.28943,-0.49675,-0.89231,-0.34268,-0.18333,-0.26105,-0.17385,-0.25149,-0.54459,-0.40694,-0.28721,-0.51475,-0.58003,-0.19695,-0.59661,-0.44863,-0.66719,,-0.5316,,-0.40445,-0.19591,-0.49375,-0.83505,0.16703,-0.50064,-0.44511,-0.06226,-0.49473,-0.78854,-0.51749,-0.50277,-0.40489,-0.85357,-0.34682,0
-0.07609,-0.12161,-0.39201,-0.09697,-0.24087,0.46094,-0.188,-0.03268,-0.34951,-0.26441,0.10928,-0.15762,-0.19321,0.27681,-0.4063,-0.24392,,-0.23353,-0.15525,-0.30686,-0.19894,-0.22104,-0.22948,0.03311,-0.03721,-0.28801,0.08935,-0.04673,0.26669,-0.34268,-0.18333,-0.26105,-0.12195,-0.25149,-0.20417,-0.25654,0.003,-0.37991,-0.58003,0.04151,-0.32341,-0.05229,0.43246,,0.68609,,0.53444,-0.19591,-0.49375,-0.55026,-0.32033,-0.09697,-0.44511,-0.58318,-0.36186,1.27906,0.22709,-0.50277,-0.09646,-0.73524,-0.13307,0
-0.30875,-0.34814,-0.39201,-0.50064,-0.24087,-0.33684,-0.31943,-0.30763,-0.34951,-0.26441,-0.91046,-0.15762,-0.19321,-0.39506,-0.4063,-0.24392,,-0.43342,-0.15525,-0.30686,-0.41102,-0.22104,-0.22948,-0.41799,-0.50055,-0.41758,-0.28943,-0.60926,0.26669,-0.34268,-0.18333,-0.26105,-0.17962,-0.25149,-0.50876,-0.40694,-0.28721,-0.51475,-0.58003,-0.19695,-0.46001,-0.44863,-0.39228,,-0.32865,,-0.40445,-0.19591,-0.49375,-0.87778,0.18165,-0.50064,-0.44511,-0.06226,-0.49473,-0.37502,-0.51749,-0.50277,-0.40489,-0.85368,-0.34682,0
-0.30875,0.07565,2.20805,-0.29881,-0.24087,-0.33684,0.04093,0.23504,1.48189,-0.26441,0.35807,-0.15762,-0.19321,0.29012,-0.4063,5.16042,,-0.43342,-0.15525,-0.30686,-0.13919,0.79062,-0.22948,-0.41799,-0.96388,-0.41758,-0.28943,-0.38425,0.26669,1.49291,-0.0721,3.65785,-0.1652,-0.25149,-0.52667,-0.40694,-0.28721,-0.51475,-0.58003,0.06176,1.11089,-0.04444,-0.52973,,-0.32865,,0.55303,3.66089,1.24491,-0.39261,0.67388,-0.29881,-0.44511,0.22253,-0.24553,-0.51286,-0.33134,1.82718,-0.40489,-0.43959,0.05512,0
-0.30875,-0.34814,-0.29201,-0.50064,1.64774,-0.33684,-0.31943,-0.30763,-0.09009,-0.10061,-0.91046,0.17329,-0.19321,-0.39506,-0.4063,-0.24392,,-0.43342,-0.15525,0.67325,-0.41102,-0.22104,-0.22948,-0.41799,-0.50055,-0.4134,-0.28943,-0.60926,-0.89231,-0.19583,-0.18333,-0.26105,-0.17962,-0.25149,-0.52667,-0.40694,-0.28721,-0.51475,0.13002,-0.19695,-0.32341,-0.05229,-0.39228,,-0.1257,,-0.40445,-0.19591,-0.00117,-0.87778,0.16703,-0.50064,-0.29453,-0.06226,-0.4083,-0.71962,-0.51749,-0.35359,-0.40489,-0.85368,-0.34682,0
2.4831,-0.34814,-0.39201,-0.29881,-0.24087,-0.33684,-0.31597,-0.30763,-0.34951,-0.26441,-0.60405,-0.15762,-0.19321,-0.39506,-0.4063,-0.24392,,2.34502,-0.15525,-0.30686,-0.23507,-0.22104,-0.22948,-0.41799,-0.73221,2.85083,0.84692,0.62831,0.26669,-0.34268,-0.18333,-0.26105,0.04243,-0.25149,1.01419,-0.40694,-0.28721,-0.51475,-0.58003,-0.19695,-0.52831,-0.44863,0.84483,,1.70082,,-0.40445,-0.19591,-0.49375,0.14265,-1.30967,-0.29881,-0.44511,-1.0563,-0.49473,1.00338,-0.70363,-0.50277,-0.40489,0.38695,-0.34682,0
-0.30875,2.74048,0.95724,0.30669,-0.24087,1.2509,0.20672,2.34642,1.74646,-0.26441,0.29962,-0.15762,-0.19321,0.96864,-0.4063,0.7694,,0.72593,-0.15525,-0.30686,0.18211,-0.22104,-0.22948,1.42212,-0.26888,0.31802,-0.28943,1.64086,0.26669,0.61183,-0.18333,-0.26105,0.48363,-0.25149,0.42293,5.64353,3.79822,4.76008,-0.58003,0.46669,0.49619,0.35976,1.53211,,-0.5316,,1.50122,-0.19591,1.49608,2.14393,1.67297,0.30669,-0.44511,1.66435,2.04819,1.4169,2.8331,0.86051,0.88571,2.62807,2.70766,0
-0.30875,-0.34814,-0.39201,-0.29881,-0.24087,-0.33684,-0.31728,-0.30763,-0.34951,-0.26441,-0.73086,-0.15762,-0.19321,-0.39506,-0.04911,0.7694,,-0.45341,-0.15525,-0.30686,-0.33718,-0.22104,-0.22948,-0.41799,-0.96388,-0.43012,-0.28943,-0.15923,-0.89231,-0.04898,-0.18333,-0.26105,-0.13925,-0.25149,-0.49084,-0.40694,-0.28721,-0.51475,-0.58003,-0.19695,-0.32341,-0.44863,-0.52973,,-0.5316,,-0.40445,-0.19591,-0.49375,-0.52071,-1.30967,-0.29881,-0.44511,-1.0563,-0.49473,-0.78854,-0.88977,-0.50277,-0.40489,-0.28316,-0.34682,0
-0.30875,-0.34814,-0.39201,-0.09697,1.62923,0.45312,-0.27156,-0.30763,-0.34951,-0.26441,-0.32084,-0.15762,-0.19321,-0.39506,2.09405,-0.24392,,-0.31348,-0.15525,-0.30686,-0.29246,-0.22104,-0.22948,-0.41799,-0.50055,-0.29637,-0.28943,-0.27174,-0.89231,-0.12241,-0.18333,-0.26105,-0.15367,-0.25149,-0.3475,-0.40694,-0.21716,-0.51475,-0.58003,-0.19695,-0.25511,-0.44863,0.295,,-0.5316,,-0.40445,-0.19591,-0.49375,-0.71064,0.16703,-0.09697,-0.44511,-0.06226,-0.49473,-0.78854,-0.88977,-0.50277,-0.40489,-0.81124,-0.34682,0
-0.30875,-0.34814,0.63293,-0.29881,-0.24087,-0.33684,-0.3176,-0.30763,0.16934,-0.26441,-0.58139,-0.15762,-0.19321,-0.39506,-0.4063,-0.24392,,-0.45341,-0.15525,-0.30686,-0.3432,-0.22104,-0.22948,-0.41799,-0.96388,-0.43012,-0.28943,-0.72176,-0.89231,-0.04898,-0.18333,-0.26105,-0.1825,-0.25149,-0.58043,-0.40694,-0.28721,-0.51475,-0.58003,-0.19695,-0.32341,-0.44863,-0.66719,,-0.5316,,-0.40445,-0.19591,-0.00117,-0.77584,1.16124,-0.29881,-0.44511,2.63974,-0.49473,0.58986,-0.70363,0.48399,-0.40489,-0.82205,-0.34682,0
-0.30875,-0.34814,-0.39201,0.10486,-0.24087,-0.33684,-0.2711,-0.30763,-0.34951,-0.26441,0.14047,-0.15762,-0.19321,-0.39506,-0.4063,-0.24392,,-0.1136,-0.15525,-0.30686,0.09942,-0.22104,-0.22948,-0.41799,1.35278,-0.08322,-0.28943,-0.49675,-0.89231,-0.26926,-0.18333,-0.26105,-0.17385,-0.25149,0.22584,-0.40694,-0.28721,-0.51475,0.13002,-0.19695,0.15469,-0.44863,-0.39228,,-0.1257,,-0.40445,-0.19591,-0.24746,1.69151,-0.3252,0.10486,-0.01701,-0.26187,-0.49473,-0.78854,-0.33134,-0.33562,-0.40489,1.7614,-0.34682,0
-0.30875,-0.34814,-0.39201,1.11403,-0.24087,2.04868,-0.08116,-0.30763,-0.34951,-0.26441,1.20855,-0.15762,-0.19321,-0.39506,-0.4063,-0.24392,,-0.43342,-0.15525,-0.30686,5.66149,-0.22104,-0.22948,1.39532,-0.03721,-0.38414,0.08935,-0.60926,0.26669,-0.34268,-0.18333,-0.26105,-0.17962,-0.25149,-0.41917,0.38782,0.38994,0.30939,-0.58003,-0.19695,-0.32341,1.56449,0.02009,,-0.5316,,-0.40445,-0.19591,-0.49375,1.80605,-0.32033,1.11403,-0.44511,-0.58318,0.34909,1.27906,-0.51749,-0.50277,1.18216,0.97034,-0.34682,0
-0.30875,-0.34814,-0.24969,-0.29881,-0.24087,-0.33684,-0.31542,-0.30763,-0.09009,-0.26441,-0.64432,-0.15762,-0.19321,-0.39506,-0.4063,-0.24392,,-0.37345,-0.15525,-0.30686,-0.35232,-0.22104,-0.22948,-0.41799,-0.73221,-0.33817,-0.28943,-0.27174,-0.89231,0.09786,-0.18333,-0.26105,-0.15367,-0.25149,-0.41917,-0.40694,-0.28721,-0.51475,-0.58003,-0.19695,-0.11851,-0.44863,-0.39228,,-0.1257,,-0.40445,-0.19591,-0.24746,-0.77246,-0.3252,-0.29881,-0.44511,-0.26187,-0.49473,-0.78854,0.04095,-0.37782,-0.40489,-0.79075,-0.34682,0
0.38922,0.88749,-0.28135,2.7287,-0.24087,2.1269,1.92167,0.64872,0.16934,0.78471,3.49745,-0.15762,2.07528,4.60739,-0.4063,-0.24392,,0.66596,0.35172,2.71036,0.70177,-0.22104,7.14302,3.16843,0.65778,0.45595,0.08935,2.3159,0.26669,-0.19583,-0.18333,7.57675,0.90754,7.92808,0.90669,0.49061,0.57274,2.76361,0.88225,3.1595,0.01809,3.34609,0.43246,,0.88903,,3.5742,1.37151,0.26219,2.08976,5.85939,2.7287,-0.06299,4.56682,0.88651,2.58854,2.64696,-0.27179,3.43698,1.50609,0.88252,1
