$ck_oo_numberOfPrivateMethods,$LDHH_lcom,$LDHH_fanIn,$numberOfNonTrivialBugsFoundUntil:,$WCHU_numberOfPublicAttributes,$WCHU_numberOfAttributes,$CvsWEntropy,$LDHH_numberOfPublicMethods,$WCHU_fanIn,$LDHH_numberOfPrivateAttributes,$CvsEntropy,$LDHH_numberOfPublicAttributes,$WCHU_numberOfPrivateMethods,$WCHU_numberOfMethods,$ck_oo_numberOfPublicAttributes,$ck_oo_noc,$numberOfCriticalBugsFoundUntil:,$ck_oo_wmc,$LDHH_numberOfPrivateMethods,$WCHU_numberOfPrivateAttributes,$CvsLogEntropy,$WCHU_noc,$LDHH_numberOfAttributesInherited,$WCHU_wmc,$ck_oo_fanOut,$ck_oo_numberOfLinesOfCode,$ck_oo_numberOfAttributesInherited,$ck_oo_numberOfMethods,$ck_oo_dit,$ck_oo_fanIn,$LDHH_noc,$WCHU_dit,$ck_oo_lcom,$WCHU_numberOfAttributesInherited,$ck_oo_rfc,$LDHH_wmc,$LDHH_numberOfAttributes,$LDHH_numberOfLinesOfCode,$WCHU_fanOut,$WCHU_lcom,$ck_oo_cbo,$WCHU_rfc,$ck_oo_numberOfAttributes,$numberOfHighPriorityBugsFoundUntil:,$ck_oo_numberOfPrivateAttributes,$numberOfMajorBugsFoundUntil:,$WCHU_numberOfPublicMethods,$LDHH_dit,$WCHU_cbo,$CvsLinEntropy,$WCHU_numberOfMethodsInherited,$numberOfBugsFoundUntil:,$LDHH_fanOut,$LDHH_numberOfMethodsInherited,$LDHH_rfc,$ck_oo_numberOfMethodsInherited,$ck_oo_numberOfPublicMethods,$LDHH_cbo,$WCHU_numberOfLinesOfCode,$CvsExpEntropy,$LDHH_numberOfMethods,<$class
-0.35676,-0.39563,-0.45188,-0.41794,-0.27599,-0.44691,-0.49783,-0.35203,-0.49053,-0.35612,-0.83762,-0.18906,-0.31383,-0.45935,-0.1484,-0.24741,-0.35502,-0.53877,-0.26055,-0.42989,-0.83086,-0.18434,-0.23784,-0.46899,-0.74366,-0.53382,-0.2212,-0.69929,1.56995,-0.41097,-0.10074,-0.23532,-0.34953,-0.29901,-0.49987,-0.45645,-0.36857,-0.47225,-0.55561,-0.37695,-0.77823,-0.46329,-0.4832,-0.1486,-0.50829,-0.37473,-0.47579,-0.18581,-0.64358,-0.76131,-0.63993,-0.42494,-0.51603,-0.61709,-0.45779,-0.54686,-0.66108,-0.60579,-0.46806,-0.64356,-0.40116,0
-0.35676,-0.39563,-0.45188,-0.41794,-0.27599,0.05438,-0.38358,-0.35203,-0.49053,-0.35612,-0.12747,-0.18906,-0.31383,-0.45935,-0.1484,2.51678,-0.35502,-0.53877,-0.26055,0.25288,-0.17767,-0.18434,-0.23784,-0.46899,-0.74366,-0.53382,-0.2212,-0.69929,-0.47288,-0.20061,-0.10074,-0.23532,-0.34953,-0.29901,-0.49987,-0.45645,-0.36857,-0.47225,-0.55561,-0.37695,-0.6885,-0.46329,-0.41112,-0.1486,-0.36294,-0.37473,-0.47579,-0.18581,-0.64358,-0.29134,0.96864,-0.42494,-0.51603,0.75564,-0.45779,0.30294,-0.80044,-0.60579,-0.46806,-0.29717,-0.40116,0
-0.35676,0.0351,2.94165,-0.03792,-0.27599,-0.44691,-0.1039,0.50843,1.18907,-0.35612,0.66802,-0.18906,-0.31383,0.41153,-0.1484,3.89887,-0.35502,-0.29119,-0.26055,-0.42989,0.56009,7.26316,-0.23784,0.18325,-0.53559,-0.3632,-0.2212,0.16789,-0.47288,0.43044,-0.10074,-0.23532,-0.16383,-0.29901,-0.35166,-0.18487,-0.36857,0.11583,-0.19516,0.163,-0.32957,0.10121,-0.41112,-0.1486,-0.50829,-0.37473,1.15846,-0.18581,0.29592,0.19344,-0.1055,-0.06948,-0.3853,-0.00249,-0.17861,-0.33441,0.87184,0.94146,0.22852,-0.20597,0.03896,1
-0.35676,-0.39563,-0.45188,-0.1646,-0.27599,-0.44691,-0.12118,-0.35203,-0.49053,2.17494,0.03637,-0.18906,-0.31383,-0.45935,-0.1484,-0.24741,1.26508,-0.25818,-0.26055,0.27992,0.12523,-0.18434,-0.23784,-0.25158,0.08862,0.04804,-0.2212,-0.46279,-0.47288,-0.41097,-0.10074,-0.23532,-0.33265,-0.29901,-0.09012,-0.34089,-0.36857,0.56059,-0.19516,-0.37695,-0.06038,0.11224,-0.1228,-0.1486,0.21848,1.18185,-0.47579,-0.18581,-0.33144,0.42262,-0.1055,-0.18797,-0.11817,-0.00249,1.43146,-0.54686,-0.80044,-0.31237,-0.11019,0.92093,-0.40116,1
-0.35676,-0.39563,-0.45188,-0.41794,-0.27599,-0.44691,-0.49783,-0.35203,-0.49053,-0.35612,-0.83762,-0.18906,-0.31383,-0.45935,-0.1484,-0.24741,-0.35502,-0.50576,-0.26055,-0.42989,-0.83086,-0.18434,-0.23784,-0.46899,-0.53559,-0.50757,-0.2212,-0.62046,-0.47288,-0.62132,-0.10074,-0.23532,-0.34672,-0.29901,-0.43885,-0.45645,-0.36857,-0.47225,-0.55561,-0.37695,-0.6885,-0.46329,-0.4832,-0.1486,-0.50829,-0.37473,-0.47579,-0.18581,-0.64358,-0.76131,-0.63993,-0.42494,-0.51603,-0.61709,-0.45779,-0.40523,-0.52172,-0.60579,-0.46806,-0.64356,-0.40116,0
0.15697,-0.39563,-0.45188,-0.03792,-0.27599,0.05438,1.697,-0.35203,-0.49053,-0.09499,0.54025,-0.18906,-0.31383,-0.45935,-0.1484,-0.24741,-0.35502,-0.10963,-0.26055,0.25288,0.36236,-0.18434,-0.23784,-0.46899,-0.01541,-0.14008,-0.2212,0.01022,-0.47288,-0.41097,-0.10074,-0.23532,-0.22292,-0.29901,-0.22089,-0.45645,-0.16751,-0.33264,-0.55561,-0.37695,-0.23984,-0.46329,0.45384,-0.1486,0.7999,-0.37473,-0.47579,-0.18581,-0.64358,-0.10877,0.4448,-0.06948,-0.51603,0.36686,-0.45779,1.29436,-0.10366,-0.60579,-0.13415,-0.54282,-0.40116,1
0.15697,-0.39563,-0.45188,-0.29127,-0.27599,0.05438,0.01647,-0.35203,-0.49053,-0.09499,-0.01316,-0.18906,-0.31383,-0.45935,-0.1484,-0.24741,-0.35502,-0.17565,-0.26055,0.25288,-0.12684,-0.18434,-0.23784,-0.46899,-0.01541,-0.20133,-0.2212,0.01022,-0.47288,-0.41097,-0.10074,-0.23532,-0.22292,-0.29901,-0.25576,-0.45645,-0.16751,-0.3725,-0.55561,-0.37695,-0.23984,-0.46329,0.16552,-0.1486,0.36384,-0.37473,-0.47579,-0.18581,-0.64358,-0.39805,0.4448,-0.30646,-0.51603,0.36686,-0.45779,1.29436,-0.10366,-0.60579,-0.29552,-0.61464,-0.40116,1
4.60932,2.64102,-0.1908,1.86217,-0.27599,2.5956,1.05078,0.48933,0.07302,1.24518,2.45709,-0.18906,3.84916,3.12235,-0.1484,-0.24741,2.88518,1.87103,3.80359,3.70054,2.32087,-0.18434,-0.23784,3.02846,1.54513,2.07364,-0.2212,2.05992,-0.47288,0.00974,-0.10074,-0.23532,1.42304,-0.29901,2.37715,2.95565,0.89003,2.49146,1.63213,3.72485,1.19587,3.08551,0.67008,3.29043,0.7999,1.96013,1.14243,-0.18581,1.25088,1.77028,-0.1055,1.8263,1.80385,-0.00249,1.75974,-0.54686,-0.38237,1.38483,3.18581,1.24674,2.56396,1
-0.18551,0.39959,1.75371,0.08875,-0.27599,-0.44691,-0.10755,2.11981,1.20012,-0.35612,0.66691,-0.18906,0.25901,0.40299,-0.1484,6.66306,-0.35502,-0.25818,-0.26055,-0.42989,0.6295,3.53941,-0.23784,-0.04253,0.08862,-0.2932,-0.2212,0.32556,-0.47288,3.79609,1.43738,-0.23532,-0.09349,-0.29901,-0.16858,0.24608,-0.36857,0.08174,0.52576,0.1335,1.64453,-0.0845,-0.19488,-0.1486,-0.36294,0.40356,1.14243,-0.18581,0.92638,0.35662,-0.63993,0.049,0.75601,-0.61709,0.23494,-0.54686,0.73248,0.98011,-0.13735,-0.13473,0.73911,1
-0.01427,0.19663,-0.15628,0.08875,-0.27599,-0.44691,-0.3653,-0.35203,0.06749,-0.35612,-0.34692,-0.18906,-0.31383,-0.02391,0.16793,-0.24741,-0.35502,0.22048,-0.26055,-0.42989,-0.3425,-0.18434,-0.23784,-0.25576,-0.32752,0.16617,-0.2212,0.71973,-0.47288,0.43044,-0.10074,-0.23532,0.1316,-0.29901,0.06681,-0.23916,-0.36857,-0.21512,0.1653,-0.07068,-0.06038,-0.07899,0.67008,-0.1486,1.38132,-0.37473,0.34133,-0.18581,0.29283,-0.33631,0.43422,0.16749,0.05647,-0.00249,-0.17528,0.23212,1.56862,-0.00302,-0.13735,-0.28759,0.11976,0
0.49946,2.58163,-0.15628,1.10213,0.81077,1.10661,1.24742,-0.35203,0.06749,2.43149,1.35971,-0.0538,0.83184,1.2696,0.16793,-0.24741,-0.35502,0.96323,3.18884,0.93565,1.34241,-0.18434,0.24391,0.85849,1.54513,1.32115,-0.06871,1.50808,-0.47288,-0.20061,-0.10074,-0.23532,0.7928,1.00061,1.27865,1.61579,2.16178,1.00306,0.88622,0.82546,1.2856,0.96359,1.31879,-0.1486,-0.07223,-0.37473,-0.47579,-0.18581,0.91711,1.28041,-0.08434,1.58932,0.27326,-0.00249,1.46393,-0.12196,0.17506,0.18906,0.86759,1.3227,2.44555,0
-0.35676,-0.39563,-0.45188,-0.41794,-0.27599,-0.44691,-0.49783,-0.35203,-0.49053,-0.35612,-0.83762,-0.18906,-0.31383,-0.45935,-0.1484,-0.24741,-0.35502,-0.27468,-0.26055,-0.42989,-0.83086,-0.18434,-0.23784,-0.46899,-0.43156,-0.33695,-0.2212,-0.14745,-0.47288,0.22009,-0.10074,-0.23532,-0.27075,-0.29901,-0.3691,-0.45645,-0.36857,-0.47225,-0.55561,-0.37695,-0.23984,-0.46329,-0.26696,-0.1486,-0.07223,-0.37473,-0.47579,-0.18581,-0.64358,-0.76131,-0.63993,-0.42494,-0.51603,-0.61709,-0.45779,-0.26359,0.17506,-0.60579,-0.46806,-0.64356,-0.40116,0
-0.18551,-0.39563,-0.45188,-0.54461,-0.27599,-0.44691,-0.49783,-0.35203,-0.49053,-0.35612,-0.83762,-0.18906,-0.31383,-0.45935,-0.1484,-0.24741,-0.35502,-0.40673,-0.26055,-0.42989,-0.83086,-0.18434,-0.23784,-0.46899,-0.11945,-0.41133,-0.2212,-0.54162,-0.47288,0.00974,-0.10074,-0.23532,-0.34109,-0.29901,-0.28192,-0.45645,-0.36857,-0.47225,-0.55561,-0.37695,-0.06038,-0.46329,-0.4832,-0.1486,-0.50829,-0.37473,-0.47579,-0.18581,-0.64358,-0.76131,-0.63993,-0.54343,-0.51603,-0.61709,-0.45779,-0.54686,-0.52172,-0.60579,-0.46806,-0.64356,-0.40116,0
-0.35676,-0.39563,-0.45188,-0.41794,-0.27599,-0.44691,-0.49783,-0.35203,0.06749,-0.35612,-0.83762,-0.18906,-0.31383,-0.45935,-0.1484,-0.24741,-0.35502,-0.0271,-0.26055,-0.42989,-0.83086,-0.18434,-0.23784,-0.46899,0.08862,-0.24945,0.08377,0.32556,3.61279,0.22009,-0.10074,-0.23532,-0.09349,-0.29901,-0.20345,-0.45645,-0.36857,-0.47225,-0.55561,-0.37695,0.20882,-0.46329,-0.19488,-0.1486,0.07313,-0.37473,-0.47579,-0.18581,-0.33144,-0.76131,-0.63993,-0.42494,-0.51603,-0.61709,-0.45779,2.28579,0.45377,-0.49731,-0.46806,-0.64356,-0.40116,1
-0.18551,2.1186,1.86511,-0.29127,-0.27599,-0.44691,-0.26874,3.65603,0.06749,-0.35612,0.34233,-0.18906,-0.31383,0.40299,-0.04296,-0.24741,-0.35502,-0.06011,-0.26055,-0.42989,0.35097,-0.18434,-0.23784,-0.25158,-0.32752,-0.00446,-0.2212,-0.22629,-0.47288,0.00974,-0.10074,-0.23532,-0.29044,-0.29901,0.1104,-0.34482,-0.36857,-0.29351,-0.19516,0.10174,-0.23984,0.13982,-0.41112,-0.1486,-0.50829,-0.37473,1.14243,-0.18581,-0.01931,0.3605,1.49778,-0.30646,-0.30725,2.52295,0.7464,-0.19278,-0.10366,0.91177,-0.11817,0.44434,2.08328,0
2.04066,-0.00405,-0.45188,0.46877,-0.27599,1.07186,1.25493,0.79313,-0.49053,6.06279,0.75434,-0.18906,0.27602,0.41579,-0.1484,-0.24741,-0.35502,1.39237,-0.26055,1.6387,0.98802,-0.18434,-0.23784,0.40067,1.23302,1.18553,-0.2212,1.74459,-0.47288,0.85115,-0.10074,-0.23532,1.04602,-0.29901,1.20019,0.40574,4.22043,0.85121,0.88979,0.40575,1.46507,0.70616,0.30968,-0.1486,1.09061,1.18185,0.33332,-0.18581,0.60806,1.54644,-0.63993,0.52295,0.26975,-0.61709,1.02444,-0.54686,1.70797,0.06002,0.27965,1.26649,-0.04419,1
-0.01427,-0.39563,-0.45188,-0.03792,-0.27599,0.05438,0.04413,-0.35203,-0.49053,-0.35612,0.17226,-0.18906,-0.31383,-0.45935,-0.1484,-0.24741,-0.35502,-0.0271,-0.26055,-0.42989,0.16928,-0.18434,-0.23784,-0.04671,0.2967,-0.05258,-0.2212,0.48323,-0.47288,-0.41097,-0.10074,-0.23532,-0.0119,-0.29901,-0.0814,-0.20437,-0.36857,-0.19123,-0.19516,-0.37695,0.11909,-0.09186,0.02136,-0.1486,-0.50829,0.40356,-0.47579,-0.18581,-0.33144,0.20059,-0.1055,-0.06948,-0.29203,-0.00249,-0.25109,0.30294,-0.10366,-0.42549,0.04159,0.39811,-0.40116,0
-0.18551,-0.21648,-0.45188,0.21542,0.81077,0.57057,-0.12305,0.0384,-0.49053,0.15492,0.64582,0.43766,0.25901,-0.01965,-0.1484,-0.24741,-0.35502,-0.06011,-0.0647,0.94917,0.54986,-0.18434,-0.23784,0.20206,0.71284,-0.02633,-0.2212,-0.14745,-0.47288,-0.20061,-0.10074,-0.23532,-0.27075,-0.29901,0.02322,-0.13873,-0.00526,0.88554,0.91121,-0.10925,0.38828,0.54251,0.09344,-0.1486,0.07313,-0.37473,0.34133,-0.18581,0.6266,0.35396,0.43422,0.16749,0.17628,0.23782,-0.01204,-0.19278,0.0357,0.02004,0.59439,0.39174,-0.219,0
-0.35676,-0.39563,1.12217,-0.1646,-0.27599,-0.44691,-0.41272,-0.35203,0.06749,-0.35612,-0.56498,-0.18906,-0.31383,-0.45935,-0.1484,-0.24741,-0.35502,-0.3242,-0.26055,-0.42989,-0.33474,-0.18434,-0.23784,-0.46899,-0.53559,-0.41133,-0.2212,-0.38395,-0.47288,1.27186,-0.10074,-0.23532,-0.32139,-0.29901,-0.41269,-0.45645,-0.36857,-0.47225,-0.55561,-0.37695,0.11909,-0.46329,-0.26696,-0.1486,-0.07223,-0.37473,-0.47579,-0.18581,-0.33144,0.37166,-0.63993,-0.18797,-0.51603,-0.61709,-0.45779,-0.54686,-0.10366,0.17264,-0.46806,0.9867,-0.40116,1
-0.35676,-0.39563,-0.45188,-0.41794,-0.27599,-0.44691,-0.49783,-0.35203,-0.49053,-0.35612,-0.83762,-0.18906,-0.31383,-0.45935,0.80057,-0.24741,-0.35502,0.10494,-0.26055,-0.42989,-0.83086,-0.18434,-0.23784,-0.46899,-0.32752,0.10054,-0.2212,0.01022,-0.47288,-0.41097,-0.10074,-0.23532,-0.22292,-0.29901,-0.1773,-0.45645,-0.36857,-0.47225,-0.55561,-0.37695,-0.4193,-0.46329,0.9584,-0.1486,-0.50829,-0.37473,-0.47579,-0.18581,-0.64358,-0.76131,-0.63993,-0.42494,-0.51603,-0.61709,-0.45779,-0.54686,0.59312,-0.60579,-0.46806,-0.64356,-0.40116,0
-0.35676,-0.39563,-0.45188,-0.29127,-0.27599,-0.44691,-0.45818,-0.35203,-0.49053,-0.35612,-0.49532,-0.18906,-0.31383,-0.45935,-0.1484,-0.24741,-0.35502,-0.47275,-0.26055,-0.42989,-0.53053,-0.18434,-0.23784,-0.46899,-0.53559,-0.48132,-0.2212,-0.54162,-0.47288,-0.41097,-0.10074,-0.23532,-0.34109,-0.29901,-0.44756,-0.45645,-0.36857,-0.38726,-0.55561,-0.37695,-0.59877,-0.46329,-0.4832,-0.1486,-0.50829,-0.37473,-0.47579,-0.18581,-0.64358,-0.59542,0.97394,-0.30646,-0.51603,0.43717,-0.45779,-0.40523,-0.38237,-0.60579,-0.29871,-0.63501,-0.40116,1
0.32822,0.15421,-0.28624,0.72211,0.80022,1.05697,1.84682,-0.1444,0.06749,0.71086,1.09677,0.23752,0.83751,0.83843,0.06248,-0.24741,4.50528,0.05543,0.38499,0.93565,0.99804,-0.18434,-0.23784,1.46892,-0.22348,-0.06133,-0.2212,0.01022,-0.47288,-0.41097,-0.10074,-0.23532,-0.22292,-0.29901,-0.02909,0.55303,0.5248,0.43082,0.1653,0.37172,-0.32957,0.70248,-0.19488,-0.1486,-0.21758,2.73842,1.14243,-0.18581,-0.01622,0.55777,0.96864,0.87841,-0.10002,0.4045,0.42119,0.65702,-0.38237,-0.22711,1.11044,-0.06285,0.11917,0
4.78057,-0.39563,-0.45188,0.72211,-0.27599,0.58049,0.0961,-0.35203,-0.49053,-0.03054,0.95251,-0.18906,-0.31383,-0.45935,-0.04296,-0.24741,-0.35502,2.18464,-0.26055,0.25288,0.87092,-0.18434,-0.23784,0.16444,1.7532,2.13489,-0.2212,2.13876,-0.47288,-0.20061,-0.10074,-0.23532,1.52433,-0.29901,2.95256,-0.16609,0.08581,-0.33528,1.60714,-0.37695,1.46507,0.66939,2.25583,-0.1486,2.83488,0.40356,-0.47579,-0.18581,0.91711,0.61433,-0.1055,0.75992,1.25027,-0.00249,-0.01498,-0.40523,0.0357,0.71902,-0.14214,0.42387,-0.40116,0
0.15697,-0.01645,-0.06403,0.08875,-0.27599,0.55568,0.23736,0.05241,0.06749,3.22861,0.12898,-0.18906,-0.31383,-0.02818,-0.1484,-0.24741,-0.35502,-0.04361,-0.26055,0.93565,0.39016,-0.18434,-0.23784,0.16862,1.23302,0.00867,-0.2212,0.24672,-0.47288,-0.62132,-0.10074,-0.23532,-0.13007,-0.29901,0.23246,1.41494,2.10822,1.07953,0.89336,-0.12059,0.83694,0.13615,0.09344,-0.1486,0.36384,-0.37473,0.33332,-0.18581,0.61424,1.13568,-0.63993,0.049,1.07485,-0.61709,1.30273,0.1613,0.59312,1.97733,0.04639,1.69666,-0.14437,1
-0.35676,-0.39563,-0.45188,-0.41794,-0.27599,-0.44691,-0.49783,-0.35203,-0.49053,-0.35612,-0.83762,-0.18906,-0.31383,-0.45935,-0.1484,-0.24741,-0.35502,-0.53877,-0.26055,-0.42989,-0.83086,-0.18434,-0.23784,-0.46899,-0.74366,-0.53382,-0.2212,-0.69929,-0.47288,-0.41097,-0.10074,-0.23532,-0.34953,-0.29901,-0.49987,-0.45645,-0.36857,-0.47225,-0.55561,-0.37695,-0.77823,-0.46329,-0.4832,-0.1486,-0.50829,-0.37473,-0.47579,-0.18581,-0.64358,-0.76131,-0.63993,-0.42494,-0.51603,-0.61709,-0.45779,-0.54686,-0.66108,-0.60579,-0.46806,-0.64356,-0.40116,0
-0.35676,-0.39563,-0.45188,-0.41794,-0.27599,-0.44691,-0.49441,-0.35203,-0.49053,-0.35612,-0.61491,-0.18906,-0.31383,-0.45935,-0.1484,-0.24741,-0.35502,-0.52227,-0.26055,-0.42989,-0.63505,-0.18434,-0.23784,-0.46899,-0.53559,-0.51632,0.84621,-0.69929,1.56995,-0.62132,-0.10074,-0.23532,-0.34953,-0.29901,-0.48244,-0.45645,-0.36857,-0.37982,0.1653,-0.37695,-0.6885,-0.27389,-0.4832,-0.1486,-0.50829,-0.37473,-0.47579,-0.18581,-0.01931,-0.65249,2.06395,-0.42494,0.09062,1.69658,-0.36486,1.64844,-0.66108,-0.12327,-0.3067,-0.6377,-0.40116,0
-0.35676,-0.39563,-0.45188,-0.41794,-0.27599,-0.44691,-0.49783,-0.35203,-0.49053,-0.35612,-0.83762,-0.18906,-0.31383,-0.45935,-0.1484,-0.24741,1.26508,-0.50576,-0.26055,-0.42989,-0.83086,-0.18434,-0.23784,-0.46899,-0.32752,-0.49445,-0.2212,-0.62046,-0.47288,-0.62132,-0.10074,-0.23532,-0.34672,-0.29901,-0.43885,-0.45645,-0.36857,-0.47225,-0.55561,-0.37695,-0.50904,-0.46329,-0.4832,-0.1486,-0.50829,0.40356,-0.47579,-0.18581,-0.64358,-0.76131,-0.63993,-0.42494,-0.51603,-0.61709,-0.45779,-0.40523,-0.52172,-0.60579,-0.46806,-0.64356,-0.40116,0
-0.18551,-0.3444,-0.45188,-0.1646,0.78967,-0.44691,-0.04056,-0.21254,-0.49053,-0.19145,0.28829,-0.02014,0.25901,-0.02391,-0.1484,-0.24741,-0.35502,-0.45625,0.00311,0.25288,0.12465,-0.18434,-0.23784,-0.25785,-0.32752,-0.47695,-0.2212,-0.62046,-0.47288,-0.62132,-0.10074,-0.23532,-0.34672,-0.29901,-0.43013,-0.38135,-0.36857,-0.40731,-0.19159,-0.13874,-0.50904,-0.27573,-0.41112,-0.1486,-0.36294,-0.37473,0.34934,-0.18581,-0.32835,-0.28013,0.43951,-0.18797,-0.43876,0.08685,-0.38953,-0.54686,-0.66108,-0.53181,-0.30031,-0.61293,-0.30656,1
-0.35676,-0.01613,-0.15628,0.34209,-0.27599,0.55568,-0.14293,0.38042,0.06749,0.0493,1.12535,-0.18906,-0.31383,0.41153,-0.1484,-0.24741,-0.35502,-0.15915,-0.26055,0.93565,0.87972,-0.18434,0.24391,0.3923,1.02495,-0.06571,0.23626,-0.30512,1.56995,-0.20061,-0.10074,4.24171,-0.30733,1.02635,-0.10755,-0.03714,0.03482,0.12123,0.91121,0.10855,0.74721,0.31818,0.02136,-0.1486,0.50919,1.18185,1.15846,3.33959,0.6266,0.17892,0.46067,0.52295,0.29375,0.31392,0.00509,0.65702,0.0357,0.09999,0.56084,-0.55291,0.0278,0
-0.35676,-0.39563,-0.45188,0.46877,7.34185,3.6379,-0.25529,-0.35203,-0.49053,-0.09998,0.78605,10.05028,-0.31383,-0.45935,2.06587,-0.24741,-0.35502,-0.53877,-0.26055,0.25288,0.89576,-0.18434,1.92355,-0.46899,-0.74366,-0.53382,0.23626,-0.77813,1.56995,-0.62132,-0.10074,4.24171,-0.34953,3.6256,-0.50859,-0.45645,5.26258,-0.47225,-0.55561,-0.37695,-0.86796,-0.46329,1.10256,-0.1486,-0.36294,-0.37473,-0.47579,4.28543,-0.64358,1.12321,0.97923,0.40446,-0.51603,0.84456,-0.45779,-0.19278,-0.80044,-0.60579,-0.46806,1.58981,-0.40116,1
8.03421,7.64336,0.0172,6.67573,0.78967,3.59323,8.12106,-0.35203,1.74157,3.28266,4.67354,0.23752,8.93096,6.50768,0.58969,-0.24741,6.12538,8.27518,10.75457,5.06609,4.69732,-0.18434,-0.23784,7.31404,3.2097,6.21671,-0.2212,4.2673,-0.47288,0.43044,-0.10074,-0.23532,5.32271,-0.29901,8.28814,6.44752,3.05771,6.32944,4.51937,6.99405,2.63158,7.5169,1.82335,-0.1486,3.12559,8.18644,0.34133,-0.18581,3.75106,4.27512,0.43422,6.32877,5.89121,0.14186,6.69042,0.1613,0.73248,4.97064,7.3094,3.51442,7.76848,1
-0.18551,0.01683,-0.25346,-0.03792,0.78967,-0.44691,-0.15535,0.2059,0.06749,-0.35612,0.33916,3.97767,0.25901,0.40299,-0.04296,-0.24741,1.26508,0.05543,0.01471,-0.42989,0.34479,-0.18434,-0.23784,0.62017,0.19266,-0.02633,-0.2212,0.32556,1.56995,0.43044,-0.10074,4.24171,-0.09349,-0.29901,-0.13371,0.21988,-0.36857,1.03367,1.61785,0.1335,0.29855,0.49838,-0.41112,-0.1486,-0.50829,0.40356,0.33332,-0.18581,1.55065,0.35784,0.96335,-0.06948,0.4842,0.7544,0.98328,-0.12196,0.45377,0.47022,0.60557,0.46937,0.02574,1
0.15697,0.05664,4.73676,0.34209,-0.27599,0.05438,0.21768,-0.15904,2.31065,-0.35612,0.48706,-0.18906,0.25901,0.40299,-0.1484,1.13468,-0.35502,0.8807,0.02051,-0.42989,0.40529,-0.18434,1.7821,0.17698,0.92091,0.55116,0.54123,3.16361,-0.47288,4.6375,-0.10074,-0.23532,3.09714,1.00061,0.48529,-0.10409,0.00532,-0.18163,0.16887,0.29685,2.54185,0.11776,0.9584,-0.1486,1.81739,0.40356,0.33332,-0.18581,1.23851,0.07566,-0.63993,0.28598,0.1837,-0.61709,-0.13565,1.29436,5.7493,2.45603,0.06396,-0.42253,0.04249,1
-0.35676,-0.39563,-0.45188,-0.29127,-0.27599,-0.44691,-0.39408,-0.35203,-0.49053,-0.35612,-0.2191,-0.18906,-0.31383,-0.45935,-0.1484,-0.24741,-0.35502,-0.43974,-0.26055,-0.42989,-0.28051,-0.18434,-0.23784,-0.46899,-0.22348,-0.4332,-0.2212,-0.38395,-0.47288,-0.20061,-0.10074,-0.23532,-0.32139,-0.29901,-0.41269,-0.45645,-0.36857,-0.47225,-0.55561,-0.37695,-0.23984,-0.46329,-0.26696,-0.1486,-0.07223,-0.37473,-0.47579,-0.18581,-0.64358,-0.4435,-0.63993,-0.30646,-0.51603,-0.61709,-0.45779,-0.54686,-0.10366,-0.60579,-0.46806,-0.62041,-0.40116,0
-0.35676,-0.39563,-0.45188,-0.03792,-0.27599,-0.44691,0.1234,-0.35203,-0.49053,-0.35612,-0.27335,-0.18906,-0.31383,-0.45935,-0.1484,-0.24741,-0.35502,0.27,-0.26055,-0.42989,-0.07696,-0.18434,-0.23784,0.18325,0.50477,-0.02196,-0.2212,-0.22629,3.61279,0.00974,-0.10074,-0.23532,-0.29044,-0.29901,-0.14243,0.92286,-0.36857,0.59528,-0.55561,-0.37695,0.47802,0.10305,-0.19488,-0.1486,0.07313,0.40356,-0.47579,-0.18581,-0.64358,0.38161,-0.63993,-0.06948,-0.51603,-0.61709,0.64388,2.14416,-0.10366,-0.60579,0.03201,1.01583,-0.40116,1
-0.18551,-0.39563,-0.45188,-0.41794,-0.27599,-0.44691,-0.49783,-0.35203,-0.49053,-0.35612,-0.83762,-0.18906,-0.31383,-0.45935,-0.1484,1.13468,-0.35502,-0.43974,-0.26055,-0.42989,-0.83086,-0.18434,-0.23784,-0.46899,-0.32752,-0.44632,-0.2212,-0.38395,-0.47288,0.00974,-0.10074,-0.23532,-0.32139,-0.29901,-0.3691,-0.45645,-0.36857,-0.47225,-0.55561,-0.37695,-0.23984,-0.46329,-0.26696,-0.1486,-0.07223,-0.37473,-0.47579,-0.18581,-0.64358,-0.76131,-0.63993,-0.42494,-0.51603,-0.61709,-0.45779,-0.54686,-0.38237,-0.60579,-0.46806,-0.64356,-0.40116,1
0.49946,-0.19592,-0.45188,-0.1646,0.78967,0.05438,-0.3772,-0.0495,-0.49053,-0.35612,0.10527,0.06003,-0.31383,-0.02818,0.16793,-0.24741,-0.35502,-0.04361,-0.26055,-0.42989,0.04964,-0.18434,2.03304,-0.25158,-0.43156,-0.24508,0.08377,0.01022,3.61279,-0.41097,-0.10074,-0.23532,-0.22292,2.30024,-0.19473,-0.35545,-0.18772,-0.38942,0.1653,-0.12967,-0.50904,-0.08634,-0.19488,-0.1486,-0.36294,-0.37473,0.33332,-0.18581,-0.01931,-0.11671,0.43422,-0.18797,-0.24929,0.27793,-0.28496,1.0111,-0.10366,-0.36777,-0.29392,-0.23168,-0.21342,1
