$ck_oo_numberOfPrivateMethods,$LDHH_lcom,$LDHH_fanIn,$numberOfNonTrivialBugsFoundUntil:,$WCHU_numberOfPublicAttributes,$WCHU_numberOfAttributes,$CvsWEntropy,$LDHH_numberOfPublicMethods,$WCHU_fanIn,$LDHH_numberOfPrivateAttributes,$CvsEntropy,$LDHH_numberOfPublicAttributes,$WCHU_numberOfPrivateMethods,$WCHU_numberOfMethods,$ck_oo_numberOfPublicAttributes,$ck_oo_noc,$numberOfCriticalBugsFoundUntil:,$ck_oo_wmc,$LDHH_numberOfPrivateMethods,$WCHU_numberOfPrivateAttributes,$CvsLogEntropy,$WCHU_noc,$LDHH_numberOfAttributesInherited,$WCHU_wmc,$ck_oo_fanOut,$ck_oo_numberOfLinesOfCode,$ck_oo_numberOfAttributesInherited,$ck_oo_numberOfMethods,$ck_oo_dit,$ck_oo_fanIn,$LDHH_noc,$WCHU_dit,$ck_oo_lcom,$WCHU_numberOfAttributesInherited,$ck_oo_rfc,$LDHH_wmc,$LDHH_numberOfAttributes,$LDHH_numberOfLinesOfCode,$WCHU_fanOut,$WCHU_lcom,$ck_oo_cbo,$WCHU_rfc,$ck_oo_numberOfAttributes,$numberOfHighPriorityBugsFoundUntil:,$ck_oo_numberOfPrivateAttributes,$numberOfMajorBugsFoundUntil:,$WCHU_numberOfPublicMethods,$LDHH_dit,$WCHU_cbo,$CvsLinEntropy,$WCHU_numberOfMethodsInherited,$numberOfBugsFoundUntil:,$LDHH_fanOut,$LDHH_numberOfMethodsInherited,$LDHH_rfc,$ck_oo_numberOfMethodsInherited,$ck_oo_numberOfPublicMethods,$LDHH_cbo,$WCHU_numberOfLinesOfCode,$CvsExpEntropy,$LDHH_numberOfMethods,<$class
-0.4071,0.1163,-0.29624,0.22488,-0.13792,0.45265,0.01951,-0.1651,0.00111,0.16782,-0.02633,-0.09532,-0.27508,1.15918,-0.13433,-0.19164,-0.27888,-0.45252,-0.22427,0.57066,-1.25697,-0.2041,0.5355,0.5695,-0.10203,-0.28418,2.93955,-0.2928,0.73358,-0.28743,-0.16977,-0.22148,-0.20889,4.71634,-0.13115,-0.23102,0.04973,-0.31735,-0.12538,1.0232,-0.27297,0.30927,0.19488,-0.65701,0.64519,-0.37123,0.63759,-0.17081,-0.30893,-1.16238,1.56648,-0.24432,-0.38854,0.28058,-0.11692,3.43841,-0.51562,-0.46585,0.3263,-1.11602,0.1676,0
-0.4071,-0.29476,-0.35747,-0.27679,-0.13792,-0.37951,-0.27833,-0.28796,-0.38631,-0.29978,-0.74808,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,-0.27888,-0.28837,-0.22427,-0.34094,0.70572,-0.2041,-0.16536,-0.42686,-0.10203,-0.19214,1.329,-0.39697,2.08465,-0.20923,-0.16977,-0.22148,-0.22222,-0.23447,-0.22034,-0.34716,-0.31166,-0.42756,-0.58044,-0.32065,-0.20742,-0.47399,-0.19858,-0.65701,-0.02774,-0.37123,-0.36959,-0.17081,-0.61588,-0.27667,-0.11123,-0.41707,-0.50763,1.92005,-0.38756,1.56708,-0.38793,-0.53142,-0.50638,-0.67148,-0.30277,0
-0.00667,-0.29476,-0.35747,-0.61123,-0.13792,-0.37951,-0.28132,-0.28796,-0.38631,-0.29978,-0.90203,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,-0.27888,-0.48535,-0.22427,-0.34094,-1.28905,-0.2041,-0.16536,-0.42686,-0.58097,-0.32802,-0.28154,-0.60529,-0.61748,-0.20923,-0.16977,-0.22148,-0.23889,-0.23447,-0.47307,-0.34716,-0.31166,-0.42756,-0.58044,-0.32065,-0.40406,-0.47399,-0.29694,-0.65701,-0.19597,-0.37123,-0.36959,-0.17081,-0.61588,-1.34205,-0.83212,-0.58982,-0.50763,-0.74585,-0.38756,-0.30425,-0.64331,-0.53142,-0.50638,-1.23969,-0.30277,1
-0.4071,-0.29476,-0.1344,0.3921,-0.13792,0.45265,-0.16142,-0.28796,0.78748,-0.29978,0.95921,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,-0.27888,-0.35403,-0.22427,-0.34094,0.79878,-0.2041,-0.16536,-0.42686,-0.10203,-0.26227,-0.28154,-0.18864,-0.61748,-0.20923,-0.16977,-0.22148,-0.19223,-0.23447,-0.22034,-0.34716,-0.05457,-0.33972,0.32522,-0.32065,-0.20742,0.26635,-0.29694,-0.04564,-0.3642,-0.37123,-0.36959,-0.17081,0.61497,0.75627,-0.83212,0.44666,-0.15756,-0.74585,-0.1293,-0.79961,-0.13256,-0.25722,-0.2052,0.53731,-0.30277,0
-0.4071,0.03151,-0.22309,-0.44401,-0.13792,0.43649,-0.2378,0.17587,0.00111,0.11252,-0.06778,-0.09532,-0.27508,0.3523,-0.13433,1.16685,-0.27888,-0.45252,-0.22427,0.55296,0.76738,1.60671,-0.16536,0.03509,-0.74062,-0.32802,-0.28154,-0.50113,-0.61748,-0.05283,0.60725,-0.22148,-0.23222,-0.23447,-0.47307,-0.12606,-0.01388,-0.25083,-0.58044,0.13152,-0.33852,-0.10918,-0.39531,-0.19848,-0.3642,-0.37123,0.55592,-0.17081,-0.30893,0.71833,-0.83212,-0.3307,-0.50763,-0.74585,-0.20191,-0.79961,-0.38793,-0.40364,-0.19339,0.77837,0.05966,0
-0.00667,-0.0197,-0.19901,-0.10956,-0.13792,1.26864,-0.18126,-0.28796,0.00111,0.72525,-0.36853,-0.09532,-0.27508,0.34503,-0.13433,0.71402,-0.27888,0.66372,-0.22427,1.46455,0.75096,-0.2041,-0.16536,0.03056,0.05762,0.09715,6.16064,1.37383,-0.61748,0.02537,-0.16977,-0.22148,0.45762,-0.23447,0.35944,-0.14967,0.49313,-0.27248,-0.58044,0.18646,0.05478,0.2592,0.09652,-0.04564,-0.3642,-0.37123,-0.36959,-0.17081,-0.30893,0.52261,1.81551,-0.15795,-0.50763,0.56993,0.09752,1.12677,1.27201,-0.41237,-0.19044,0.33506,-0.00405,1
2.39592,-0.29476,1.27105,-0.44401,-0.13792,1.26056,-0.28132,-0.28796,0.00495,4.90375,-0.90203,-0.09532,-0.27508,-0.38916,0.00975,0.71402,-0.27888,0.53239,-0.22427,1.4557,-1.28905,-0.2041,-0.16536,0.03056,0.69621,0.61436,-0.28154,1.06134,0.73358,0.02537,-0.16977,-0.22148,0.26767,-0.23447,0.83517,0.57977,3.74548,2.33192,-0.12984,-0.32065,0.31697,0.61685,0.48998,-0.35132,0.98165,-0.37123,-0.36959,-0.17081,0.00106,-1.34205,-0.83212,-0.15795,0.36548,-0.74585,2.69225,-0.68953,0.12282,1.17748,0.40307,-1.23969,-0.30277,1
-0.4071,-0.29476,-0.35747,-0.44401,-0.13792,-0.37951,-0.26972,-0.28796,-0.38631,-0.29978,-0.58304,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,-0.27888,-0.41969,-0.22427,-0.34094,0.7362,-0.2041,-0.16536,-0.42686,0.05762,-0.24912,-0.28154,-0.70946,-0.61748,-0.28743,-0.16977,2.93088,-0.24222,-0.23447,-0.35414,-0.34716,-0.31166,-0.42756,-0.12538,-0.32065,-0.20742,-0.10918,-0.39531,-0.19848,-0.3642,-0.37123,-0.36959,2.30058,-0.30589,0.29443,0.60966,-0.41707,-0.08467,0.10316,-0.07533,-0.79961,-0.64331,-0.27515,-0.50638,-0.12028,-0.30277,0
-0.4071,-0.29476,-0.35747,0.55932,-0.13792,0.43649,0.03254,-0.28796,-0.38631,-0.29978,1.43122,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,-0.27888,0.00711,-0.22427,-0.34094,0.81503,-0.2041,-0.16536,0.03056,0.05762,0.00072,-0.28154,0.43635,-0.61748,-0.20923,-0.16977,-0.22148,-0.02227,-0.23447,-0.04195,-0.25961,-0.15538,-0.37265,-0.12984,-0.32065,-0.14187,-0.11276,-0.29694,0.26005,-0.3642,-0.37123,-0.36959,-0.17081,-0.30893,0.83229,0.4917,0.36029,-0.4033,0.19567,-0.32241,0.13606,0.76126,-0.46455,-0.20225,0.55564,-0.30277,0
-0.4071,-0.29476,-0.35747,-0.44401,-0.13792,-0.37951,-0.24381,-0.28796,-0.38631,-0.29978,0.28483,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,-0.27888,-0.45252,-0.22427,-0.34094,0.77173,-0.2041,-0.16536,-0.42686,-0.58097,-0.31925,-0.28154,-0.60529,-0.61748,-0.20923,-0.16977,-0.22148,-0.23889,-0.23447,-0.42847,-0.34716,-0.31166,-0.42756,-0.58044,-0.32065,-0.46961,-0.47399,-0.39531,-0.04564,-0.53243,-0.37123,-0.36959,-0.17081,-0.61588,0.5663,-0.83212,-0.07158,-0.50763,-0.74585,-0.38756,-0.79961,-0.51562,-0.53142,-0.50638,0.27981,-0.30277,0
-0.4071,-0.29476,-0.35747,-0.27679,-0.13792,-0.37951,-0.25686,-0.28796,-0.38631,-0.29978,-0.10551,-0.09532,-0.27508,-0.38916,-0.13433,0.71402,-0.27888,-0.55101,-0.22427,-0.34094,0.75401,-0.2041,-0.16536,-0.42686,-0.74062,-0.36746,-0.28154,-0.70946,-0.61748,-0.20923,-0.16977,-0.22148,-0.24222,-0.23447,-0.50281,-0.34716,-0.31166,-0.42756,-0.58044,-0.32065,-0.46961,-0.47399,-0.49368,-0.19848,-0.53243,-0.37123,-0.36959,-0.17081,-0.61588,0.39866,0.5048,-0.3307,-0.50763,0.19567,-0.38756,0.1911,-0.77099,-0.53142,-0.50638,-0.03726,-0.30277,0
-0.4071,-0.29476,-0.35747,-0.27679,-0.13792,-0.37951,-0.26468,-0.28796,-0.38631,-0.29978,-0.36039,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,-0.27888,-0.41969,-0.22427,-0.34094,0.74441,-0.2041,-0.16536,-0.42686,-0.58097,-0.34117,-0.28154,-0.60529,-0.61748,-0.13103,-0.16977,-0.22148,-0.23889,-0.23447,-0.47307,-0.34716,-0.31166,-0.42756,-0.58044,-0.32065,-0.33852,-0.47399,-0.49368,-0.19848,-0.53243,-0.37123,-0.36959,-0.17081,-0.61588,0.34112,0.4917,-0.3307,-0.50763,0.19567,-0.38756,-0.30425,-0.51562,-0.53142,-0.50638,-0.08673,-0.30277,0
2.79635,-0.29476,-0.35747,-0.44401,-0.13792,-0.37951,-0.28132,-0.28796,-0.38631,-0.29978,-0.90203,-0.09532,-0.27508,-0.38916,0.00975,-0.19164,-0.27888,1.18901,-0.22427,-0.34094,-1.28905,-0.2041,-0.16536,-0.42686,-0.42133,0.47848,-0.28154,1.06134,-0.61748,0.49455,-0.16977,-0.22148,0.26767,-0.23447,1.13249,-0.34716,-0.31166,-0.42756,-0.58044,-0.32065,0.18587,-0.47399,-0.00185,-0.50417,0.14049,-0.37123,-0.36959,-0.17081,-0.61588,-1.34205,-0.83212,-0.58982,-0.50763,-0.74585,-0.38756,-0.30425,0.50588,-0.53142,-0.50638,-1.23969,-0.30277,0
-0.00667,-0.29476,-0.35747,-0.61123,-0.13792,-0.37951,-0.28132,-0.28796,-0.38631,-0.29978,-0.90203,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,-0.27888,-0.35403,-0.22427,-0.34094,-1.28905,-0.2041,-0.16536,-0.42686,-0.10203,-0.10448,-0.28154,-0.50113,0.73358,-0.28743,-0.16977,-0.22148,-0.23222,-0.23447,-0.20548,-0.34716,-0.31166,-0.42756,0.77135,-0.32065,-0.27297,-0.47399,-0.29694,-0.50417,-0.19597,-0.37123,-0.36959,-0.17081,0.30498,-1.34205,-0.83212,-0.58982,0.77502,-0.74585,-0.38756,-0.68953,-0.51562,0.17151,-0.50638,-1.23969,-0.30277,0
-0.4071,0.22283,0.29239,0.05766,-0.13792,0.43649,-0.21114,0.34722,0.41156,-0.29978,-0.49075,-0.09532,-0.27508,0.34503,-0.13433,-0.19164,-0.27888,0.23692,-0.22427,-0.34094,0.73275,-0.2041,-0.16536,0.05773,-0.42133,-0.02996,-0.28154,0.54051,-0.61748,0.88555,-0.16977,-0.22148,0.01772,-0.23447,-0.10141,-0.00928,0.78246,-0.15659,0.32075,0.15265,0.57917,-0.0913,0.09652,-0.65701,0.30873,-0.37123,0.54685,-0.17081,0.63017,0.24346,-0.83212,-0.15795,0.5415,-0.74585,-0.09108,-0.30425,0.88894,0.6122,-0.13433,0.0695,0.20474,0
-0.4071,-0.29476,-0.35747,-0.44401,-0.13792,-0.37951,-0.28132,-0.28796,-0.38631,-0.29978,-0.90203,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,-0.27888,-0.25554,-0.22427,-0.34094,-1.28905,-0.2041,-0.16536,-0.42686,0.05762,-0.23159,1.329,-0.39697,2.08465,-0.20923,-0.16977,-0.22148,-0.22222,-0.23447,-0.25008,-0.34716,-0.31166,-0.42756,-0.58044,-0.32065,-0.14187,-0.47399,-0.10021,-0.65701,0.14049,-0.37123,-0.36959,-0.17081,-0.61588,-1.34205,-0.11123,-0.50344,-0.50763,1.92005,-0.38756,1.56708,-0.26024,-0.53142,-0.50638,-1.23969,-0.30277,0
-0.4071,8.14246,5.42427,2.56596,-0.13792,0.43649,2.18033,10.05464,4.27049,-0.00782,2.07814,-0.09532,-0.27508,1.81342,-0.13433,0.26119,1.93082,1.45165,-0.22427,0.55296,0.85722,-0.2041,-0.16536,0.48797,1.6541,0.49602,-0.28154,4.3946,-0.61748,2.7623,-0.16977,-0.22148,3.8402,-0.23447,1.45955,4.85697,-0.07538,4.20907,0.32075,1.55567,2.74227,0.99238,0.88344,2.09416,0.81342,4.29923,2.37973,-0.17081,3.07363,1.41948,0.4917,2.00138,0.5415,0.19567,4.73068,-0.30425,5.61338,4.46749,0.72788,1.79476,8.03235,0
-0.4071,-0.29476,-0.35747,0.55932,-0.13792,-0.37951,-0.15374,-0.28796,-0.38631,-0.29978,1.90771,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,1.93082,-0.25554,-0.22427,-0.34094,0.83453,-0.2041,-0.16536,0.03509,0.21727,-0.07818,-0.28154,-0.2928,0.73358,-0.20923,-0.16977,-0.22148,-0.20889,-0.23447,-0.08655,-0.16908,-0.31166,-0.15391,1.22195,-0.32065,-0.07632,-0.11276,-0.10021,0.71857,0.14049,0.79639,-0.36959,-0.17081,0.61193,0.99886,0.4917,0.70578,1.04301,0.19567,-0.21934,0.02598,-0.26024,0.29925,0.09008,0.86469,-0.30277,0
-0.00667,-0.29476,-0.35747,-0.10956,-0.13792,-0.37951,-0.2622,-0.28796,-0.38631,-0.29978,-0.64469,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,-0.27888,-0.38686,-0.22427,-0.34094,-1.26202,-0.2041,-0.16536,-0.42686,-0.42133,-0.29733,-0.28154,-0.50113,-0.61748,-0.20923,-0.16977,-0.22148,-0.23222,-0.23447,-0.36901,-0.34716,-0.31166,-0.42756,0.32075,-0.32065,-0.33852,-0.47399,-0.19858,-0.65701,-0.3642,-0.37123,-0.36959,-0.17081,-0.00197,-0.82192,-0.83212,-0.41707,0.46508,-0.74585,-0.38756,-0.79961,-0.51562,0.04029,-0.50638,-0.4987,-0.30277,0
-0.4071,-0.29476,-0.01611,-0.27679,-0.13792,-0.37951,0.02924,-0.28796,0.00111,-0.29978,1.1567,-0.09532,-0.27508,-0.38916,-0.13433,1.16685,-0.27888,-0.35403,-0.22427,-0.34094,0.81086,3.41751,-0.16536,-0.42686,-0.74062,-0.26227,-0.28154,-0.08447,-0.61748,-0.20923,1.27164,-0.22148,-0.17223,-0.23447,-0.38387,-0.34716,-0.31166,-0.42756,-0.58044,-0.32065,-0.46961,-0.47399,-0.10021,0.1072,0.14049,0.79639,-0.36959,-0.17081,-0.30893,0.92264,0.4917,0.10117,-0.50763,0.19567,-0.38756,-0.30425,0.12282,-0.24454,-0.50638,0.90854,-0.30277,0
-0.4071,-0.29476,-0.35747,-0.61123,-0.13792,-0.37951,-0.27017,-0.28796,-0.38631,-0.29978,-0.36018,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,-0.27888,-0.41969,-0.22427,-0.34094,0.74669,-0.2041,-0.16536,-0.42686,-0.74062,-0.32802,-0.28154,-0.39697,-0.61748,-0.28743,-0.16977,-0.22148,-0.22222,-0.23447,-0.41361,-0.34716,-0.31166,-0.42756,-0.58044,-0.32065,-0.53516,-0.47399,-0.49368,-0.19848,-0.53243,-0.37123,-0.36959,-0.17081,-0.61588,0.39398,-0.83212,-0.41707,-0.50763,-0.74585,-0.38756,-0.79961,-0.26024,-0.53142,-0.50638,0.07274,-0.30277,0
-0.4071,-0.29476,0.65054,-0.27679,-0.13792,-0.37951,-0.25685,-0.28796,0.77597,-0.29978,-0.3162,-0.09532,-0.27508,-0.38916,-0.13433,0.26119,-0.27888,0.30258,-0.22427,-0.34094,0.75085,1.60671,-0.16536,-0.42686,-0.42133,-0.00366,-0.28154,1.89465,-0.61748,0.18176,1.17395,-0.22148,0.84087,-0.23447,-0.08655,-0.34716,-0.31166,-0.42756,-0.58044,-0.32065,-0.01077,-0.47399,0.78507,-0.19848,1.65458,-0.37123,-0.36959,-0.17081,0.30498,0.47075,-0.17021,-0.41707,-0.50763,-0.17619,-0.38756,1.01669,2.54888,0.45144,-0.50638,0.26119,-0.30277,0
-0.4071,-0.29476,-0.35747,0.22488,-0.13792,-0.37951,-0.16161,-0.28796,-0.38631,-0.29978,1.2969,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,-0.27888,-0.3212,-0.22427,-0.34094,0.81287,-0.2041,-0.16536,0.03509,-0.26168,-0.28418,-0.28154,-0.50113,0.73358,-0.13103,-0.16977,-0.22148,-0.23222,-0.23447,-0.38387,-0.2163,-0.31166,-0.29029,-0.12538,-0.32065,-0.27297,-0.10561,-0.29694,0.87142,-0.19597,-0.37123,-0.36959,-0.17081,-0.30589,0.88057,1.81551,0.53304,-0.36862,0.61109,-0.27427,-0.19417,-0.38793,-0.45625,0.10779,0.72471,-0.30277,0
3.19678,0.70801,-0.07972,1.72986,-0.13792,1.27672,0.10388,1.09639,0.39621,0.58013,0.44694,-0.09532,2.44205,1.84976,-0.13433,-0.19164,-0.27888,0.36824,1.2021,1.4734,0.80615,-0.2041,-0.16536,1.96892,2.13304,0.36452,-0.28154,0.64468,0.73358,-0.20923,-0.16977,-0.22148,0.06105,-0.23447,1.01356,0.88678,0.34762,1.74752,1.70378,1.26831,0.71026,2.61969,0.58834,2.55268,1.31812,0.79639,2.39788,-0.17081,0.63017,1.34052,-0.16366,1.82864,1.98421,-0.48323,1.89542,-0.63449,-0.13256,0.82072,2.23674,1.74585,0.78372,0
-0.4071,-0.29476,-0.35747,0.22488,-0.13792,0.43649,-0.24832,-0.28796,-0.38631,1.15991,-0.05771,-0.09532,-0.27508,-0.38916,-0.13433,0.26119,-0.27888,-0.41969,-0.22427,0.55296,0.76518,1.60671,-0.16536,-0.42686,0.05762,-0.27104,-0.28154,-0.39697,-0.61748,-0.20923,5.06533,-0.22148,-0.22222,-0.23447,-0.23521,-0.34716,0.78246,0.70443,-0.58044,-0.32065,-0.14187,-0.11276,-0.29694,0.41289,-0.19597,-0.37123,-0.36959,-0.17081,-0.61588,0.6459,-0.83212,0.36029,-0.50763,-0.74585,-0.20191,-0.79961,-0.38793,-0.53142,-0.20815,0.63707,-0.30277,0
-0.4071,0.605,-0.27479,0.55932,-0.13792,0.43649,0.29855,-0.12764,0.00111,-0.09048,1.99942,-0.09532,2.40229,1.81342,-0.13433,-0.19164,-0.27888,-0.3212,1.2755,0.55296,0.84983,-0.2041,-0.16536,1.87382,0.85586,-0.14831,-0.28154,-0.50113,-0.61748,-0.13103,-0.16977,-0.22148,-0.23222,-0.23447,-0.16088,1.09799,-0.15538,1.15803,1.68147,0.98094,0.25142,1.35361,-0.39531,1.1771,-0.3642,0.79639,0.54685,-0.17081,1.23192,1.29487,0.4917,1.05128,0.36979,0.19567,0.31539,-0.24921,-0.38793,0.00249,1.96509,1.58244,0.72924,1
-0.4071,-0.29476,-0.0387,-0.10956,-0.13792,-0.37951,-0.26636,-0.28796,0.00879,-0.29978,-0.19334,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,-0.27888,-0.25554,-0.22427,-0.34094,0.75722,3.41751,-0.16536,-0.42686,-0.26168,-0.26227,-0.28154,-0.39697,-0.61748,-0.28743,1.31586,-0.22148,-0.22222,-0.23447,-0.36901,-0.34716,-0.31166,-0.42756,-0.58044,-0.32065,-0.33852,-0.47399,-0.39531,-0.19848,-0.53243,-0.37123,-0.36959,-0.17081,-0.30285,0.5416,-0.83212,-0.3307,-0.50763,-0.74585,-0.38756,-0.79961,-0.51562,-0.27515,-0.50638,0.41213,-0.30277,0
-0.4071,0.06756,0.32556,-0.10956,-0.13792,1.27672,-0.11267,0.14856,0.00111,3.55523,-0.64469,-0.09532,-0.27508,0.34503,-0.13433,-0.19164,-0.27888,-0.25554,-0.22427,1.4734,-1.26202,-0.2041,1.02341,0.05773,-0.26168,-0.20967,1.73164,-0.18864,4.78678,-0.20923,-0.16977,2.89997,-0.19223,2.20471,-0.26494,-0.06582,2.50701,1.32192,0.32968,0.12307,-0.27297,0.29496,-0.29694,-0.65701,-0.19597,-0.37123,0.565,0.79272,0.31106,-0.82192,0.59655,-0.3307,1.45382,2.11612,1.48276,2.11747,-0.64331,1.36115,0.16685,-0.4987,0.0995,0
0.39376,1.25707,0.07631,0.55932,-0.13792,3.72471,0.85767,1.8139,0.81817,0.80419,-0.09942,-0.09532,3.74098,3.35449,-0.13433,-0.19164,1.93082,2.10826,1.84818,2.3673,-1.26203,-0.2041,0.88707,2.87017,5.6453,1.27183,-0.28154,2.51964,0.73358,0.18176,-0.16977,-0.22148,1.41074,2.22886,2.85699,2.83123,3.31191,2.2639,2.15884,3.71091,2.34898,2.67334,0.58834,0.41289,0.64519,0.79639,4.30334,-0.17081,0.97359,-1.22132,2.62815,0.79216,3.10758,0.7962,2.49842,1.18181,2.93195,1.55671,2.28399,-1.20641,1.37441,0
0.39376,0.59561,-0.22309,1.06098,-0.13792,1.31712,0.89512,0.17587,0.00111,1.39973,0.96673,-0.09532,2.44205,1.83522,-0.13433,-0.19164,-0.27888,-0.02572,0.86949,1.4911,0.82017,-0.2041,-0.16536,1.92363,1.49445,0.18481,0.12109,0.12386,2.08465,-0.28743,-0.16977,2.89997,-0.12225,-0.23447,0.53784,0.78345,0.97214,1.91832,2.15884,1.1542,0.38252,1.933,-0.49368,0.87142,-0.53243,-0.37123,0.54685,0.26325,1.24407,1.29775,3.23108,1.13765,1.50955,0.54041,0.6037,0.90661,-0.26024,0.57444,2.65604,1.88669,0.66014,0
-0.00667,-0.29476,0.00361,-0.44401,-0.13792,-0.37951,-0.28132,-0.28796,0.00111,-0.29978,-0.90203,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,-0.27888,-0.48535,-0.22427,-0.34094,-1.28905,-0.2041,-0.16536,-0.42686,-0.58097,-0.32802,-0.28154,-0.60529,-0.61748,-0.13103,-0.16977,-0.22148,-0.23889,-0.23447,-0.47307,-0.34716,-0.31166,-0.42756,-0.58044,-0.32065,-0.33852,-0.47399,-0.29694,-0.65701,-0.19597,-0.37123,-0.36959,-0.17081,-0.30893,-1.34205,-0.83212,-0.58982,-0.50763,-0.74585,-0.38756,-0.30425,-0.64331,-0.24643,-0.50638,-1.23969,-0.30277,1
-0.4071,-0.29476,-0.35747,-0.44401,-0.13792,-0.37951,-0.03106,-0.28796,-0.38631,-0.29978,0.27904,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,-0.27888,-0.3212,-0.22427,-0.34094,0.77819,-0.2041,-0.16536,-0.42686,-0.10203,-0.28418,0.52373,-0.50113,2.08465,-0.28743,-0.16977,-0.22148,-0.23222,-0.23447,-0.41361,-0.34716,-0.31166,-0.25775,-0.58044,-0.32065,-0.27297,-0.47399,-0.49368,0.1072,-0.53243,-0.37123,-0.36959,-0.17081,-0.61588,0.72155,1.8876,-0.15795,-0.50763,0.61013,-0.38756,1.51204,-0.38793,-0.53142,-0.20815,0.72399,-0.30277,0
-0.4071,-0.29476,-0.35747,-0.44401,-0.13792,-0.37951,-0.28132,-0.28796,-0.38631,-0.29978,-0.90203,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,-0.27888,-0.51818,-0.22427,-0.34094,-1.28905,-0.2041,-0.16536,-0.42686,-0.74062,-0.35432,-0.28154,-0.70946,0.73358,-0.28743,-0.16977,-0.22148,-0.24222,-0.23447,-0.50281,-0.34716,-0.31166,-0.42756,-0.58044,-0.32065,-0.53516,-0.47399,-0.49368,-0.50417,-0.53243,-0.37123,-0.36959,-0.17081,-0.61588,-1.34205,-0.83212,-0.58982,-0.50763,-0.74585,-0.38756,-0.57945,-0.64331,-0.53142,-0.50638,-1.23969,-0.30277,0
-0.4071,-0.29476,-0.35747,-0.27679,-0.13792,-0.37951,-0.25752,-0.28796,-0.38631,-0.29978,-0.11053,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,-0.27888,-0.51818,-0.22427,-0.34094,0.75355,-0.2041,-0.16536,-0.42686,-0.74062,-0.35432,-0.28154,-0.60529,0.73358,-0.13103,-0.16977,-0.22148,-0.23889,-0.23447,-0.47307,-0.34716,-0.31166,-0.42756,-0.58044,-0.32065,-0.40406,-0.47399,-0.39531,-0.19848,-0.3642,-0.37123,-0.36959,-0.17081,-0.61588,0.39189,0.5048,-0.3307,-0.50763,0.19567,-0.38756,0.24614,-0.64331,-0.53142,-0.50638,-0.05284,-0.30277,0
0.79419,0.03151,10.37176,-0.44401,3.52821,0.45265,-0.10957,0.17587,7.69213,0.11252,0.18776,-0.09532,1.0636,0.36684,-0.13433,-0.19164,-0.27888,-0.18988,0.5301,0.56181,0.78089,-0.2041,-0.16536,0.04414,0.37691,-0.19652,-0.28154,-0.2928,-0.61748,17.15075,-0.16977,-0.22148,-0.20889,-0.23447,-0.10141,-0.12606,-0.01388,-0.25083,-0.112,0.21182,14.47547,-0.08772,-0.39531,-0.04564,-0.3642,-0.37123,0.58315,-0.17081,5.7967,0.87266,-0.17021,-0.07158,-0.23964,-0.17619,-0.20191,-0.30425,-0.51562,8.30452,-0.18453,1.10948,0.05966,0
-0.4071,-0.29476,-0.35747,-0.61123,-0.13792,-0.37951,-0.28132,-0.28796,-0.38631,-0.29978,-0.90203,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,-0.27888,-0.41969,-0.22427,-0.34094,-1.28905,-0.2041,-0.16536,-0.42686,-0.58097,-0.3061,-0.28154,-0.70946,-0.61748,-0.28743,-0.16977,-0.22148,-0.24222,-0.23447,-0.41361,-0.34716,-0.31166,-0.42756,-0.58044,-0.32065,-0.46961,-0.47399,-0.39531,-0.65701,-0.53243,-0.37123,-0.36959,-0.17081,-0.61588,-1.34205,-0.83212,-0.58982,-0.50763,-0.74585,-0.38756,-0.79961,-0.64331,-0.53142,-0.50638,-1.23969,-0.30277,1
-0.4071,-0.29476,-0.35747,-0.44401,-0.13792,-0.37951,-0.25105,-0.28796,-0.38631,-0.29978,-0.02346,-0.09532,-0.27508,-0.38916,0.73014,-0.19164,-0.27888,0.30258,-0.22427,-0.34094,0.75911,-0.2041,-0.16536,-0.42686,0.05762,0.49602,0.92637,-0.08447,0.73358,-0.20923,-0.16977,-0.22148,-0.17223,-0.23447,0.59731,-0.34716,-0.31166,-0.25775,0.77135,-0.32065,-0.14187,-0.47399,0.29325,-0.04564,-0.19597,-0.37123,-0.36959,-0.17081,0.30498,0.4646,0.4917,-0.3307,0.77502,0.19567,-0.38756,0.52134,0.12282,0.17151,-0.20815,0.12346,-0.30277,0
